ticker,appearances,first_seen,last_seen,days_seen,latest_signal,latest_recommendation,latest_setup_type,latest_rank,latest_final_trade_score,latest_setup_quality_score,latest_quote_status,latest_execution_quote_quality,latest_quote_recheck_priority,signal_path,recommendation_path,rank_path,final_trade_score_path,setup_quality_score_path,score_delta,rank_delta,was_trigger_confirmed,promoted_to_trigger,persistent_watchlist,deteriorated_signal,disappeared_from_manual_review,manual_quote_recheck_count,latest_in_manual_review,setup_persistence_score,setup_persistence_bucket,persistence_bonus_reason,persistence_penalty_reason
WBD,35,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,342,44.28,43.23,MISSING,LOW,,VETO,DO_NOT_TRADE,379 -> 379 -> 379 -> 379 -> 399 -> 432 -> 419 -> 422 -> 422 -> 421 -> 422 -> 422 -> 422 -> 422 -> 422 -> 422 -> 347 -> 328 -> 325 -> 341 -> 341 -> 345 -> 345 -> 343 -> 343 -> 343 -> 342 -> 342 -> 342 -> 342 -> 342 -> 342 -> 342 -> 342 -> 342,44.52 -> 44.52 -> 44.52 -> 44.52 -> 46.08 -> 43.66 -> 45.45 -> 45.38 -> 45.38 -> 45.40 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 42.40 -> 42.60 -> 42.61 -> 42.08 -> 44.24 -> 44.29 -> 44.29 -> 44.28 -> 44.28 -> 44.28 -> 44.28 -> 44.28 -> 44.28 -> 44.28 -> 44.28 -> 44.28 -> 44.28 -> 44.28 -> 44.28,43.15 -> 43.15 -> 43.15 -> 43.15 -> 46.38 -> 42.04 -> 45.14 -> 45.14 -> 45.14 -> 45.14 -> 45.14 -> 45.14 -> 45.14 -> 45.14 -> 45.14 -> 45.14 -> 39.81 -> 40.07 -> 40.07 -> 38.86 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23 -> 43.23,-0.24,37,False,False,False,False,False,0,False,32.88,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
AG,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,346,43.62,50.37,MISSING,LOW,,VETO,DO_NOT_TRADE,384 -> 384 -> 384 -> 384 -> 425 -> 412 -> 413 -> 414 -> 414 -> 415 -> 414 -> 414 -> 414 -> 414 -> 414 -> 414 -> 327 -> 323 -> 338 -> 317 -> 315 -> 333 -> 347 -> 349 -> 349 -> 347 -> 347 -> 347 -> 346 -> 346 -> 346 -> 346 -> 346 -> 346 -> 346 -> 346 -> 346,44.01 -> 44.01 -> 44.01 -> 44.01 -> 44.30 -> 45.20 -> 45.92 -> 45.93 -> 45.93 -> 45.93 -> 45.93 -> 45.93 -> 45.93 -> 45.93 -> 45.93 -> 45.93 -> 42.93 -> 42.61 -> 43.26 -> 43.12 -> 43.14 -> 42.99 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62 -> 43.62,51.09 -> 51.09 -> 51.09 -> 51.09 -> 51.68 -> 53.46 -> 54.92 -> 54.92 -> 54.92 -> 54.92 -> 54.92 -> 54.92 -> 54.92 -> 54.92 -> 54.92 -> 54.92 -> 49.00 -> 48.34 -> 49.66 -> 49.36 -> 49.41 -> 49.10 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37,-0.39,38,False,False,False,False,False,0,False,32.8,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
HWM,10,2026-06-09T16:17:12,2026-06-09T20:13:56,1,AVOID,AVOID_FOR_NOW,PULLBACK,104,68.7,84.48,MISSING,LOW,,AVOID,AVOID_FOR_NOW,103 -> 104 -> 104 -> 104 -> 104 -> 104 -> 104 -> 104 -> 104 -> 104,68.68 -> 68.70 -> 68.70 -> 68.71 -> 68.70 -> 68.70 -> 68.70 -> 68.70 -> 68.70 -> 68.70,84.36 -> 84.48 -> 84.48 -> 84.48 -> 84.48 -> 84.48 -> 84.48 -> 84.48 -> 84.48 -> 84.48,0.02,-1,False,False,False,False,False,0,False,32.66,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_avoid, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
RBLX,34,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,318,46.04,53.51,MISSING,LOW,,VETO,DO_NOT_TRADE,346 -> 346 -> 346 -> 346 -> 387 -> 392 -> 384 -> 386 -> 386 -> 386 -> 386 -> 386 -> 386 -> 386 -> 386 -> 386 -> 294 -> 291 -> 303 -> 318 -> 320 -> 320 -> 318 -> 318 -> 318 -> 318 -> 318 -> 318 -> 318 -> 318 -> 318 -> 318 -> 318 -> 318,46.77 -> 46.77 -> 46.77 -> 46.77 -> 46.70 -> 46.84 -> 48.43 -> 48.41 -> 48.41 -> 48.41 -> 48.41 -> 48.41 -> 48.41 -> 48.41 -> 48.41 -> 48.41 -> 47.27 -> 47.33 -> 46.82 -> 46.03 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04 -> 46.04,51.09 -> 51.09 -> 51.09 -> 51.09 -> 51.15 -> 51.65 -> 54.65 -> 54.65 -> 54.65 -> 54.65 -> 54.65 -> 54.65 -> 54.65 -> 54.65 -> 54.65 -> 54.65 -> 53.26 -> 53.34 -> 52.39 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51 -> 53.51,-0.73,28,False,False,False,False,False,0,False,32.63,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
TDG,10,2026-06-09T16:17:12,2026-06-09T20:13:56,1,AVOID,AVOID_FOR_NOW,RECLAIM,86,70.54,83.1,MISSING,LOW,,AVOID,AVOID_FOR_NOW,85 -> 86 -> 86 -> 86 -> 86 -> 86 -> 86 -> 86 -> 86 -> 86,70.58 -> 70.54 -> 70.54 -> 70.54 -> 70.54 -> 70.54 -> 70.54 -> 70.54 -> 70.54 -> 70.54,83.10 -> 83.10 -> 83.10 -> 83.10 -> 83.10 -> 83.10 -> 83.10 -> 83.10 -> 83.10 -> 83.10,-0.04,-1,False,False,False,False,False,0,False,32.63,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_avoid, not_in_latest_manual_review, final_trade_score_deteriorated, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
MSFT,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,317,46.06,49.71,MISSING,LOW,,VETO,DO_NOT_TRADE,342 -> 342 -> 342 -> 342 -> 380 -> 389 -> 386 -> 388 -> 388 -> 388 -> 388 -> 388 -> 388 -> 388 -> 388 -> 388 -> 307 -> 305 -> 319 -> 299 -> 297 -> 309 -> 319 -> 319 -> 319 -> 317 -> 317 -> 317 -> 317 -> 317 -> 317 -> 317 -> 317 -> 317 -> 317 -> 317 -> 317,46.83 -> 46.83 -> 46.83 -> 46.83 -> 46.99 -> 47.11 -> 48.31 -> 48.26 -> 48.26 -> 48.27 -> 48.26 -> 48.26 -> 48.26 -> 48.26 -> 48.26 -> 48.26 -> 46.81 -> 46.09 -> 46.27 -> 46.18 -> 46.19 -> 46.00 -> 46.03 -> 46.07 -> 46.07 -> 46.06 -> 46.06 -> 46.06 -> 46.06 -> 46.06 -> 46.06 -> 46.06 -> 46.06 -> 46.06 -> 46.06 -> 46.06 -> 46.06,49.15 -> 49.15 -> 49.15 -> 49.15 -> 49.58 -> 50.08 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.29 -> 50.06 -> 50.33 -> 50.08 -> 50.10 -> 49.55 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71 -> 49.71,-0.77,25,False,False,False,False,False,0,False,32.62,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
CRCL,36,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,344,43.82,48.2,MISSING,LOW,,VETO,DO_NOT_TRADE,376 -> 376 -> 376 -> 376 -> 416 -> 415 -> 421 -> 424 -> 424 -> 424 -> 424 -> 424 -> 424 -> 424 -> 424 -> 424 -> 312 -> 329 -> 310 -> 308 -> 323 -> 346 -> 347 -> 347 -> 345 -> 345 -> 345 -> 344 -> 344 -> 344 -> 344 -> 344 -> 344 -> 344 -> 344 -> 344,44.63 -> 44.63 -> 44.63 -> 44.63 -> 44.74 -> 45.05 -> 45.33 -> 45.33 -> 45.33 -> 45.33 -> 45.33 -> 45.33 -> 45.33 -> 45.33 -> 45.33 -> 45.33 -> 44.19 -> 44.38 -> 44.27 -> 44.27 -> 44.05 -> 43.65 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82 -> 43.82,49.97 -> 49.97 -> 49.97 -> 49.97 -> 50.19 -> 50.85 -> 51.45 -> 51.45 -> 51.45 -> 51.45 -> 51.45 -> 51.45 -> 51.45 -> 51.45 -> 51.45 -> 51.45 -> 48.98 -> 49.39 -> 49.13 -> 49.12 -> 48.63 -> 47.86 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20 -> 48.20,-0.81,32,False,False,False,False,False,0,False,32.59,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
CRWV,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,320,45.92,48.69,MISSING,LOW,,VETO,DO_NOT_TRADE,344 -> 344 -> 344 -> 344 -> 384 -> 387 -> 392 -> 393 -> 393 -> 393 -> 393 -> 393 -> 393 -> 393 -> 393 -> 393 -> 311 -> 307 -> 318 -> 298 -> 296 -> 306 -> 320 -> 322 -> 322 -> 320 -> 320 -> 320 -> 320 -> 320 -> 320 -> 320 -> 320 -> 320 -> 320 -> 320 -> 320,46.79 -> 46.79 -> 46.79 -> 46.79 -> 46.84 -> 47.33 -> 47.73 -> 47.73 -> 47.73 -> 47.73 -> 47.73 -> 47.73 -> 47.73 -> 47.73 -> 47.73 -> 47.73 -> 45.78 -> 45.67 -> 46.29 -> 46.55 -> 46.61 -> 46.20 -> 45.92 -> 45.92 -> 45.92 -> 45.91 -> 45.91 -> 45.91 -> 45.92 -> 45.92 -> 45.92 -> 45.92 -> 45.92 -> 45.92 -> 45.92 -> 45.92 -> 45.92,49.86 -> 49.86 -> 49.86 -> 49.86 -> 50.04 -> 50.98 -> 51.73 -> 51.73 -> 51.73 -> 51.73 -> 51.73 -> 51.73 -> 51.73 -> 51.73 -> 51.73 -> 51.73 -> 48.67 -> 48.41 -> 49.52 -> 49.81 -> 49.85 -> 49.14 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69 -> 48.69,-0.87,24,False,False,False,False,False,0,False,32.56,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
TSLA,19,2026-06-09T13:45:27,2026-06-10T14:01:50,2,VETO,DO_NOT_TRADE,NO_VALID_SETUP,323,44.91,50.05,MISSING,LOW,,VETO,DO_NOT_TRADE,363 -> 363 -> 363 -> 363 -> 396 -> 394 -> 397 -> 401 -> 401 -> 401 -> 401 -> 401 -> 401 -> 401 -> 401 -> 401 -> 317 -> 310 -> 323,45.89 -> 45.89 -> 45.89 -> 45.89 -> 46.27 -> 46.76 -> 47.41 -> 47.38 -> 47.38 -> 47.38 -> 47.38 -> 47.38 -> 47.38 -> 47.38 -> 47.38 -> 47.38 -> 44.13 -> 44.48 -> 44.91,50.88 -> 50.88 -> 50.88 -> 50.88 -> 51.69 -> 52.70 -> 53.69 -> 53.69 -> 53.69 -> 53.69 -> 53.69 -> 53.69 -> 53.69 -> 53.69 -> 53.69 -> 53.69 -> 48.70 -> 49.31 -> 50.05,-0.98,40,False,False,False,False,False,0,False,32.51,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
CELH,17,2026-06-09T16:17:12,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,361,38.66,40.2,MISSING,LOW,,VETO,DO_NOT_TRADE,452 -> 351 -> 363 -> 364 -> 364 -> 362 -> 362 -> 362 -> 361 -> 361 -> 361 -> 361 -> 361 -> 361 -> 361 -> 361 -> 361,39.66 -> 36.17 -> 38.61 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66 -> 38.66,43.12 -> 35.11 -> 40.13 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20 -> 40.20,-1.0,91,False,False,False,False,False,0,False,32.5,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
NEM,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,323,45.74,49.83,INVALID,LOW,,VETO,DO_NOT_TRADE,343 -> 343 -> 343 -> 343 -> 379 -> 378 -> 381 -> 382 -> 382 -> 382 -> 382 -> 382 -> 382 -> 382 -> 382 -> 382 -> 331 -> 321 -> 346 -> 325 -> 323 -> 327 -> 324 -> 325 -> 325 -> 323 -> 323 -> 323 -> 323 -> 323 -> 323 -> 323 -> 323 -> 323 -> 323 -> 323 -> 323,46.80 -> 46.80 -> 46.80 -> 46.80 -> 47.07 -> 47.93 -> 48.76 -> 48.75 -> 48.75 -> 48.76 -> 48.75 -> 48.75 -> 48.75 -> 48.75 -> 48.75 -> 48.75 -> 42.08 -> 42.67 -> 42.40 -> 42.80 -> 42.81 -> 43.27 -> 45.71 -> 45.75 -> 45.75 -> 45.74 -> 45.74 -> 45.74 -> 45.74 -> 45.74 -> 45.74 -> 45.74 -> 45.74 -> 45.74 -> 45.74 -> 45.74 -> 45.74,50.97 -> 50.97 -> 50.97 -> 50.97 -> 51.69 -> 53.12 -> 54.52 -> 54.52 -> 54.52 -> 54.52 -> 54.52 -> 54.52 -> 54.52 -> 54.52 -> 54.52 -> 54.52 -> 42.44 -> 43.58 -> 43.14 -> 43.87 -> 43.88 -> 44.76 -> 49.76 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83 -> 49.83,-1.06,20,False,False,False,False,False,0,False,32.47,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_invalid, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
OKLO,34,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,349,43.11,47.83,MISSING,LOW,,VETO,DO_NOT_TRADE,380 -> 380 -> 380 -> 380 -> 426 -> 419 -> 422 -> 421 -> 421 -> 423 -> 421 -> 421 -> 421 -> 421 -> 421 -> 421 -> 319 -> 317 -> 331 -> 351 -> 352 -> 352 -> 350 -> 350 -> 350 -> 349 -> 349 -> 349 -> 349 -> 349 -> 349 -> 349 -> 349 -> 349,44.18 -> 44.18 -> 44.18 -> 44.18 -> 44.27 -> 44.94 -> 45.23 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 45.38 -> 43.06 -> 43.05 -> 43.12 -> 43.09 -> 43.12 -> 43.12 -> 43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.11 -> 43.11,49.74 -> 49.74 -> 49.74 -> 49.74 -> 49.98 -> 51.26 -> 51.64 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 51.98 -> 47.78 -> 47.75 -> 47.82 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83 -> 47.83,-1.07,31,False,False,False,False,False,0,False,32.47,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
LAZ,2,2026-06-09T14:00:19,2026-06-09T15:37:32,1,AVOID,AVOID_FOR_NOW,RECLAIM,88,67.23,79.25,MISSING,LOW,,VETO -> AVOID,DO_NOT_TRADE -> AVOID_FOR_NOW,162 -> 88,64.64 -> 67.23,77.16 -> 79.25,2.59,74,False,False,False,False,False,0,False,32.3,D_WEAK_OR_DETERIORATED,"appeared_multiple_runs, final_trade_score_improved, rank_improved","latest_avoid, not_in_latest_manual_review, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
WELL,5,2026-06-09T13:45:27,2026-06-09T14:00:19,1,AVOID,AVOID_FOR_NOW,PULLBACK,93,63.9,79.49,MISSING,LOW,,AVOID,AVOID_FOR_NOW,91 -> 91 -> 91 -> 91 -> 93,63.93 -> 63.93 -> 63.93 -> 63.93 -> 63.90,79.35 -> 79.35 -> 79.35 -> 79.35 -> 79.49,-0.03,-2,False,False,False,False,False,0,False,32.28,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_avoid, not_in_latest_manual_review, final_trade_score_deteriorated, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
WOLF,35,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,305,48.66,52.87,MISSING,LOW,,VETO,DO_NOT_TRADE,323 -> 323 -> 323 -> 323 -> 367 -> 370 -> 376 -> 378 -> 378 -> 378 -> 378 -> 378 -> 378 -> 378 -> 378 -> 378 -> 308 -> 291 -> 287 -> 295 -> 305 -> 307 -> 307 -> 305 -> 305 -> 305 -> 305 -> 305 -> 305 -> 305 -> 305 -> 305 -> 305 -> 305 -> 305,48.35 -> 48.35 -> 48.35 -> 48.35 -> 48.33 -> 48.49 -> 48.83 -> 48.81 -> 48.81 -> 48.82 -> 48.81 -> 48.81 -> 48.81 -> 48.81 -> 48.81 -> 48.81 -> 48.49 -> 48.56 -> 48.61 -> 48.49 -> 48.64 -> 48.67 -> 48.67 -> 48.66 -> 48.66 -> 48.66 -> 48.66 -> 48.66 -> 48.66 -> 48.66 -> 48.66 -> 48.66 -> 48.66 -> 48.66 -> 48.66,50.87 -> 50.87 -> 50.87 -> 50.87 -> 50.77 -> 50.51 -> 51.17 -> 51.17 -> 51.17 -> 51.17 -> 51.17 -> 51.17 -> 51.17 -> 51.17 -> 51.17 -> 51.17 -> 52.57 -> 52.64 -> 52.73 -> 52.50 -> 52.83 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87 -> 52.87,0.31,18,False,False,False,False,False,0,False,32.16,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved, rank_improved","latest_veto, not_in_latest_manual_review, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
GOOGL,21,2026-06-09T13:45:27,2026-06-10T14:27:24,2,AVOID,AVOID_FOR_NOW,PULLBACK,83,62.43,75.6,MISSING,LOW,,AVOID,AVOID_FOR_NOW,84 -> 84 -> 84 -> 84 -> 84 -> 98 -> 110 -> 111 -> 111 -> 111 -> 111 -> 111 -> 111 -> 111 -> 111 -> 111 -> 86 -> 87 -> 88 -> 79 -> 83,65.33 -> 65.33 -> 65.33 -> 65.33 -> 65.60 -> 65.86 -> 66.76 -> 66.79 -> 66.79 -> 66.80 -> 66.79 -> 66.79 -> 66.79 -> 66.79 -> 66.79 -> 66.79 -> 62.16 -> 62.16 -> 62.46 -> 62.42 -> 62.43,76.93 -> 76.93 -> 76.93 -> 76.93 -> 77.58 -> 78.19 -> 79.75 -> 79.84 -> 79.84 -> 79.84 -> 79.84 -> 79.84 -> 79.84 -> 79.84 -> 79.84 -> 79.84 -> 74.99 -> 75.01 -> 75.69 -> 75.62 -> 75.60,-2.9,1,False,False,False,False,False,0,False,32.05,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_avoid, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
GMAB,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,352,42.69,39.89,STALE_POSSIBLE,LOW,,VETO,DO_NOT_TRADE,375 -> 375 -> 375 -> 375 -> 254 -> 267 -> 292 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 296 -> 330 -> 322 -> 340 -> 326 -> 328 -> 339 -> 354 -> 355 -> 355 -> 353 -> 353 -> 353 -> 352 -> 352 -> 352 -> 352 -> 352 -> 352 -> 352 -> 352 -> 352,44.71 -> 44.71 -> 44.71 -> 44.71 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 42.27 -> 42.67 -> 43.13 -> 42.74 -> 42.36 -> 42.39 -> 42.67 -> 42.70 -> 42.70 -> 42.69 -> 42.69 -> 42.69 -> 42.69 -> 42.69 -> 42.69 -> 42.69 -> 42.69 -> 42.69 -> 42.69 -> 42.69 -> 42.69,41.70 -> 41.70 -> 41.70 -> 41.70 -> 52.16 -> 51.46 -> 52.79 -> 52.79 -> 52.79 -> 52.79 -> 52.79 -> 52.79 -> 52.79 -> 52.79 -> 52.79 -> 52.79 -> 38.83 -> 38.81 -> 39.12 -> 38.86 -> 38.65 -> 38.60 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89 -> 39.89,-2.02,23,False,False,False,False,False,0,False,31.99,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, rank_improved","latest_veto, not_in_latest_manual_review, final_trade_score_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
SRAD,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,VETO,DO_NOT_TRADE,BREAKOUT,171,79.14,98.29,STALE_POSSIBLE,LOW,,VETO,DO_NOT_TRADE,168 -> 168 -> 168 -> 168 -> 151 -> 156 -> 169 -> 171 -> 171 -> 172 -> 171 -> 171 -> 171 -> 171 -> 171 -> 171,49.00 -> 49.00 -> 49.00 -> 49.00 -> 77.19 -> 78.31 -> 79.16 -> 79.14 -> 79.14 -> 79.15 -> 79.14 -> 79.14 -> 79.14 -> 79.14 -> 79.14 -> 79.14,60.19 -> 60.19 -> 60.19 -> 60.19 -> 95.17 -> 95.96 -> 98.29 -> 98.29 -> 98.29 -> 98.29 -> 98.29 -> 98.29 -> 98.29 -> 98.29 -> 98.29 -> 98.29,30.14,-3,False,False,False,False,False,0,False,31.95,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
DRVN,6,2026-06-10T12:44:03,2026-06-10T14:52:34,1,AVOID,AVOID_FOR_NOW,RECLAIM,82,66.89,67.51,STALE_POSSIBLE,LOW,,AVOID,AVOID_FOR_NOW,80 -> 77 -> 82 -> 73 -> 76 -> 82,67.59 -> 68.57 -> 68.14 -> 68.06 -> 67.57 -> 66.89,66.77 -> 67.32 -> 67.38 -> 67.62 -> 67.67 -> 67.51,-0.7,-2,False,False,False,False,False,0,False,31.95,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_avoid, not_in_latest_manual_review, final_trade_score_deteriorated, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
