ticker,appearances,first_seen,last_seen,days_seen,latest_signal,latest_recommendation,latest_setup_type,latest_rank,latest_final_trade_score,latest_setup_quality_score,latest_quote_status,latest_execution_quote_quality,latest_quote_recheck_priority,signal_path,recommendation_path,rank_path,final_trade_score_path,setup_quality_score_path,score_delta,rank_delta,was_trigger_confirmed,promoted_to_trigger,persistent_watchlist,deteriorated_signal,disappeared_from_manual_review,manual_quote_recheck_count,latest_in_manual_review,setup_persistence_score,setup_persistence_bucket,persistence_bonus_reason,persistence_penalty_reason
SYK,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,VETO,DO_NOT_TRADE,RECLAIM,201,62.82,75.06,MISSING,LOW,,VETO,DO_NOT_TRADE,160 -> 160 -> 160 -> 160 -> 169 -> 178 -> 200 -> 201 -> 201 -> 202 -> 201 -> 201 -> 201 -> 201 -> 201 -> 201,61.57 -> 61.57 -> 61.57 -> 61.57 -> 61.79 -> 62.32 -> 62.84 -> 62.82 -> 62.82 -> 62.82 -> 62.82 -> 62.82 -> 62.82 -> 62.82 -> 62.82 -> 62.82,72.45 -> 72.45 -> 72.45 -> 72.45 -> 73.07 -> 74.15 -> 75.06 -> 75.06 -> 75.06 -> 75.06 -> 75.06 -> 75.06 -> 75.06 -> 75.06 -> 75.06 -> 75.06,1.25,-41,False,False,False,False,False,0,False,13.62,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
GPK,5,2026-06-09T13:45:27,2026-06-09T14:00:19,1,VETO,DO_NOT_TRADE,NO_VALID_SETUP,360,49.0,41.36,MISSING,LOW,,VETO,DO_NOT_TRADE,330 -> 330 -> 330 -> 330 -> 360,47.83 -> 47.83 -> 47.83 -> 47.83 -> 49.00,40.91 -> 40.91 -> 40.91 -> 40.91 -> 41.36,1.17,-30,False,False,False,False,False,0,False,13.59,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
AAOI,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,230,49.0,54.37,STALE_POSSIBLE,LOW,,VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,203 -> 203 -> 203 -> 203 -> 220 -> 74 -> 92 -> 93 -> 93 -> 93 -> 93 -> 93 -> 93 -> 93 -> 93 -> 93 -> 238 -> 242 -> 224 -> 211 -> 211 -> 223 -> 227 -> 231 -> 231 -> 230 -> 230 -> 230 -> 230 -> 230 -> 230 -> 230 -> 230 -> 230 -> 230 -> 230 -> 230,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 69.26 -> 69.90 -> 69.93 -> 69.93 -> 69.94 -> 69.93 -> 69.93 -> 69.93 -> 69.93 -> 69.93 -> 69.93 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.67 -> 53.67 -> 53.67 -> 53.67 -> 54.14 -> 82.74 -> 84.04 -> 84.12 -> 84.12 -> 84.12 -> 84.12 -> 84.12 -> 84.12 -> 84.12 -> 84.12 -> 84.12 -> 51.23 -> 50.92 -> 53.02 -> 53.20 -> 53.33 -> 52.94 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37 -> 54.37,0.0,-27,False,False,False,False,False,0,False,13.55,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
LIF,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,242,49.0,53.41,STALE_POSSIBLE,LOW,,VETO,DO_NOT_TRADE,215 -> 215 -> 215 -> 215 -> 229 -> 239 -> 261 -> 263 -> 263 -> 263 -> 263 -> 263 -> 263 -> 263 -> 263 -> 263 -> 208 -> 221 -> 226 -> 215 -> 223 -> 238 -> 242 -> 244 -> 244 -> 242 -> 242 -> 242 -> 242 -> 242 -> 242 -> 242 -> 242 -> 242 -> 242 -> 242 -> 242,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.04 -> 53.04 -> 53.04 -> 53.04 -> 53.60 -> 54.04 -> 55.42 -> 55.42 -> 55.42 -> 55.42 -> 55.42 -> 55.42 -> 55.42 -> 55.42 -> 55.42 -> 55.42 -> 53.06 -> 52.44 -> 52.73 -> 52.56 -> 52.33 -> 51.79 -> 53.37 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41 -> 53.41,0.0,-27,False,False,False,False,False,0,False,13.55,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
ORLY,7,2026-06-09T13:45:27,2026-06-09T16:17:12,1,VETO,DO_NOT_TRADE,NO_VALID_SETUP,379,48.79,55.32,MISSING,LOW,,VETO,DO_NOT_TRADE,332 -> 332 -> 332 -> 332 -> 372 -> 386 -> 379,47.73 -> 47.73 -> 47.73 -> 47.73 -> 47.59 -> 47.45 -> 48.79,52.98 -> 52.98 -> 52.98 -> 52.98 -> 53.01 -> 53.14 -> 55.32,1.06,-47,False,False,False,False,False,0,False,13.53,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
LPX,7,2026-06-09T13:45:27,2026-06-09T16:17:12,1,VETO,DO_NOT_TRADE,RECLAIM,203,60.72,78.83,MISSING,LOW,,VETO,DO_NOT_TRADE,162 -> 162 -> 162 -> 162 -> 171 -> 180 -> 203,59.82 -> 59.82 -> 59.82 -> 59.82 -> 60.63 -> 60.84 -> 60.72,76.94 -> 76.94 -> 76.94 -> 76.94 -> 77.45 -> 78.09 -> 78.83,0.9,-41,False,False,False,False,False,0,False,13.45,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
GIL,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,VETO,DO_NOT_TRADE,RECLAIM,197,63.52,77.99,MISSING,LOW,,VETO,DO_NOT_TRADE,157 -> 157 -> 157 -> 157 -> 165 -> 174 -> 195 -> 197 -> 197 -> 198 -> 197 -> 197 -> 197 -> 197 -> 197 -> 197,62.73 -> 62.73 -> 62.73 -> 62.73 -> 63.03 -> 63.20 -> 63.58 -> 63.52 -> 63.52 -> 63.53 -> 63.52 -> 63.52 -> 63.52 -> 63.52 -> 63.52 -> 63.52,76.51 -> 76.51 -> 76.51 -> 76.51 -> 77.20 -> 77.60 -> 77.99 -> 77.99 -> 77.99 -> 77.99 -> 77.99 -> 77.99 -> 77.99 -> 77.99 -> 77.99 -> 77.99,0.79,-40,False,False,False,False,False,0,False,13.4,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
PAYP,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,254,49.0,52.69,STALE_POSSIBLE,LOW,,VETO,DO_NOT_TRADE,226 -> 226 -> 226 -> 226 -> 237 -> 231 -> 254 -> 254 -> 254 -> 255 -> 254 -> 254 -> 254 -> 254 -> 254 -> 254 -> 298 -> 296 -> 307 -> 292 -> 290 -> 292 -> 252 -> 256 -> 256 -> 254 -> 254 -> 254 -> 254 -> 254 -> 254 -> 254 -> 254 -> 254 -> 254 -> 254 -> 254,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 48.36 -> 48.34 -> 48.76 -> 48.30 -> 48.28 -> 48.72 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,52.48 -> 52.48 -> 52.48 -> 52.48 -> 53.16 -> 54.84 -> 55.83 -> 55.83 -> 55.83 -> 55.83 -> 55.83 -> 55.83 -> 55.83 -> 55.83 -> 55.83 -> 55.83 -> 49.34 -> 49.91 -> 50.13 -> 49.30 -> 49.31 -> 50.27 -> 52.66 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69,0.0,-28,False,False,False,False,False,0,False,13.2,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_stale_possible, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
GGAL,12,2026-06-09T14:00:19,2026-06-09T20:13:56,1,VETO,DO_NOT_TRADE,NO_VALID_SETUP,213,49.0,60.52,MISSING,LOW,,VETO,DO_NOT_TRADE,185 -> 188 -> 213 -> 213 -> 213 -> 214 -> 213 -> 213 -> 213 -> 213 -> 213 -> 213,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,57.19 -> 59.25 -> 60.52 -> 60.52 -> 60.52 -> 60.52 -> 60.52 -> 60.52 -> 60.52 -> 60.52 -> 60.52 -> 60.52,0.0,-28,False,False,False,False,False,0,False,13.2,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
AHR,5,2026-06-09T13:45:27,2026-06-09T14:00:19,1,VETO,DO_NOT_TRADE,NO_VALID_SETUP,383,46.86,53.65,MISSING,LOW,,VETO,DO_NOT_TRADE,349 -> 349 -> 349 -> 349 -> 383,46.54 -> 46.54 -> 46.54 -> 46.54 -> 46.86,52.92 -> 52.92 -> 52.92 -> 52.92 -> 53.65,0.32,-34,False,False,False,False,False,0,False,13.16,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
SMG,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,VETO,DO_NOT_TRADE,RECLAIM,200,62.92,77.05,MISSING,LOW,,VETO,DO_NOT_TRADE,158 -> 158 -> 158 -> 158 -> 167 -> 175 -> 199 -> 200 -> 200 -> 201 -> 200 -> 200 -> 200 -> 200 -> 200 -> 200,62.65 -> 62.65 -> 62.65 -> 62.65 -> 62.32 -> 62.81 -> 62.98 -> 62.92 -> 62.92 -> 62.93 -> 62.92 -> 62.92 -> 62.92 -> 62.92 -> 62.92 -> 62.92,76.21 -> 76.21 -> 76.21 -> 76.21 -> 75.95 -> 76.83 -> 77.05 -> 77.05 -> 77.05 -> 77.05 -> 77.05 -> 77.05 -> 77.05 -> 77.05 -> 77.05 -> 77.05,0.27,-42,False,False,False,False,False,0,False,13.13,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
UEC,16,2026-06-09T13:45:27,2026-06-09T20:13:56,1,VETO,DO_NOT_TRADE,NO_VALID_SETUP,436,43.84,50.37,MISSING,LOW,,VETO,DO_NOT_TRADE,388 -> 388 -> 388 -> 388 -> 418 -> 421 -> 433 -> 436 -> 436 -> 436 -> 436 -> 436 -> 436 -> 436 -> 436 -> 436,43.82 -> 43.82 -> 43.82 -> 43.82 -> 44.63 -> 44.86 -> 43.87 -> 43.84 -> 43.84 -> 43.84 -> 43.84 -> 43.84 -> 43.84 -> 43.84 -> 43.84 -> 43.84,50.33 -> 50.33 -> 50.33 -> 50.33 -> 52.04 -> 52.49 -> 50.41 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37 -> 50.37,0.02,-48,False,False,False,False,False,0,False,13.01,D_WEAK_OR_DETERIORATED,"appeared_5_or_more_runs, final_trade_score_improved","latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
CCL,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,226,49.0,54.88,INVALID,LOW,,VETO,DO_NOT_TRADE,112 -> 112 -> 112 -> 112 -> 116 -> 127 -> 144 -> 146 -> 146 -> 146 -> 146 -> 146 -> 146 -> 146 -> 146 -> 146 -> 231 -> 234 -> 231 -> 218 -> 220 -> 227 -> 225 -> 227 -> 227 -> 226 -> 226 -> 226 -> 226 -> 226 -> 226 -> 226 -> 226 -> 226 -> 226 -> 226 -> 226,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,53.95 -> 53.95 -> 53.95 -> 53.95 -> 54.87 -> 56.37 -> 56.98 -> 56.98 -> 56.98 -> 56.98 -> 56.98 -> 56.98 -> 56.98 -> 56.98 -> 56.98 -> 56.98 -> 51.60 -> 51.60 -> 52.36 -> 52.48 -> 52.52 -> 52.69 -> 54.87 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88 -> 54.88,0.0,-114,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_invalid, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
APLD,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,228,49.0,54.59,MISSING,LOW,,VETO,DO_NOT_TRADE,169 -> 169 -> 169 -> 169 -> 181 -> 186 -> 209 -> 209 -> 209 -> 210 -> 209 -> 209 -> 209 -> 209 -> 209 -> 209 -> 212 -> 223 -> 219 -> 202 -> 204 -> 217 -> 226 -> 229 -> 229 -> 228 -> 228 -> 228 -> 228 -> 228 -> 228 -> 228 -> 228 -> 228 -> 228 -> 228 -> 228,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,58.57 -> 58.57 -> 58.57 -> 58.57 -> 59.47 -> 61.00 -> 62.41 -> 62.41 -> 62.41 -> 62.41 -> 62.41 -> 62.41 -> 62.41 -> 62.41 -> 62.41 -> 62.41 -> 52.51 -> 52.33 -> 53.60 -> 53.67 -> 53.71 -> 53.41 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59 -> 54.59,0.0,-59,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
HBAN,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,214,49.0,56.76,MISSING,LOW,,VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,173 -> 173 -> 173 -> 173 -> 186 -> 196 -> 57 -> 60 -> 60 -> 60 -> 60 -> 60 -> 60 -> 60 -> 60 -> 60 -> 200 -> 204 -> 210 -> 200 -> 202 -> 210 -> 215 -> 215 -> 215 -> 214 -> 214 -> 214 -> 214 -> 214 -> 214 -> 214 -> 214 -> 214 -> 214 -> 214 -> 214,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 74.54 -> 74.50 -> 74.50 -> 74.50 -> 74.50 -> 74.50 -> 74.50 -> 74.50 -> 74.50 -> 74.50 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,56.49 -> 56.49 -> 56.49 -> 56.49 -> 56.82 -> 57.15 -> 88.54 -> 88.54 -> 88.54 -> 88.54 -> 88.54 -> 88.54 -> 88.54 -> 88.54 -> 88.54 -> 88.54 -> 54.85 -> 54.60 -> 54.41 -> 54.03 -> 54.09 -> 54.28 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76 -> 56.76,0.0,-41,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
SNDK,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,220,49.0,55.47,MISSING,LOW,,VETO,DO_NOT_TRADE,176 -> 176 -> 176 -> 176 -> 187 -> 349 -> 226 -> 221 -> 221 -> 222 -> 221 -> 221 -> 221 -> 221 -> 221 -> 221 -> 207 -> 206 -> 240 -> 227 -> 227 -> 206 -> 221 -> 221 -> 221 -> 220 -> 220 -> 220 -> 220 -> 220 -> 220 -> 220 -> 220 -> 220 -> 220 -> 220 -> 220,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,56.10 -> 56.10 -> 56.10 -> 56.10 -> 56.76 -> 45.36 -> 57.76 -> 58.10 -> 58.10 -> 58.10 -> 58.10 -> 58.10 -> 58.10 -> 58.10 -> 58.10 -> 58.10 -> 53.14 -> 54.18 -> 51.84 -> 51.90 -> 52.05 -> 54.93 -> 55.38 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47 -> 55.47,0.0,-44,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
BMY,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,252,49.0,52.69,INVALID,LOW,,VETO,DO_NOT_TRADE,177 -> 177 -> 177 -> 177 -> 192 -> 207 -> 223 -> 223 -> 223 -> 224 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223 -> 223 -> 239 -> 241 -> 226 -> 230 -> 236 -> 253 -> 254 -> 254 -> 252 -> 252 -> 252 -> 252 -> 252 -> 252 -> 252 -> 252 -> 252 -> 252 -> 252 -> 252,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,56.03 -> 56.03 -> 56.03 -> 56.03 -> 56.25 -> 56.56 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 58.00 -> 51.95 -> 51.50 -> 51.69 -> 51.91 -> 51.83 -> 51.91 -> 52.64 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69 -> 52.69,0.0,-75,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_invalid, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
FLNC,37,2026-06-09T13:45:27,2026-06-11T01:05:13,3,VETO,DO_NOT_TRADE,NO_VALID_SETUP,215,49.0,56.26,MISSING,LOW,,VETO -> AVOID -> VETO -> AVOID -> VETO,DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE -> AVOID_FOR_NOW -> DO_NOT_TRADE,179 -> 179 -> 179 -> 179 -> 194 -> 197 -> 232 -> 232 -> 232 -> 233 -> 232 -> 232 -> 232 -> 232 -> 232 -> 232 -> 68 -> 66 -> 207 -> 68 -> 70 -> 71 -> 216 -> 216 -> 216 -> 215 -> 215 -> 215 -> 215 -> 215 -> 215 -> 215 -> 215 -> 215 -> 215 -> 215 -> 215,49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 72.58 -> 72.54 -> 49.00 -> 70.87 -> 70.93 -> 70.88 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00 -> 49.00,55.85 -> 55.85 -> 55.85 -> 55.85 -> 56.05 -> 57.05 -> 57.37 -> 57.38 -> 57.38 -> 57.38 -> 57.38 -> 57.38 -> 57.38 -> 57.38 -> 57.38 -> 57.38 -> 81.22 -> 81.47 -> 55.13 -> 81.39 -> 81.43 -> 82.08 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26 -> 56.26,0.0,-36,False,False,False,False,False,0,False,13.0,D_WEAK_OR_DETERIORATED,appeared_5_or_more_runs,"latest_veto, not_in_latest_manual_review, rank_deteriorated, execution_quote_quality_low, quote_missing, score_capped_by_low_execution_quote_quality, score_capped_by_quote_status, score_capped_by_non_operable_signal"
