rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
434,IMKTA,"Ingles Markets, Incorporated",NMS,EQUITY,,,,1575583488.0,risk_on,0.0,0.0,0.0,NOT_EVALUATED_LIQUIDITY_VETO,0.0,0.0,0.0,0.0,False,0.4,0.0,0.0,,UNKNOWN_OPTIONS_FLOW,0.0,False,NO_VALID_SETUP,False,,,,,,,,82.94999694824219,102287.75,124704.25,103150.0,102287.75,8484768.55034256,1.0084296506668686,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,False,skipped_liquidity_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,falló uno o más filtros de liquidez,LIQUIDITY_VETO,,,,,UNKNOWN,,,,AVOID,,Veto: liquidity_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,13.33,0.0,0.0,,3.7,asset=13.33; setup=0.0; context=0.0; institutional=None,,,,,,,434,546,-112,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
435,HCI,"HCI Group, Inc.",NYQ,EQUITY,,,,2291239168.0,risk_on,0.0,0.0,0.0,NOT_EVALUATED_LIQUIDITY_VETO,0.0,0.0,0.0,0.0,False,0.6,0.0,0.0,,UNKNOWN_OPTIONS_FLOW,0.0,False,NO_VALID_SETUP,False,,,,,,,,184.39549255371094,128030.2,164996.73333333334,131400.0,128030.2,23608191.79075012,1.026320352541822,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,False,skipped_liquidity_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,falló uno o más filtros de liquidez,LIQUIDITY_VETO,,,,,UNKNOWN,,,,AVOID,,Veto: liquidity_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,20.0,0.0,0.0,,5.56,asset=20.0; setup=0.0; context=0.0; institutional=None,,,,,,,435,530,-95,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
436,CACC,Credit Acceptance Corporation,NMS,EQUITY,,,,6326444544.0,risk_on,0.0,0.0,0.0,NOT_EVALUATED_LIQUIDITY_VETO,0.0,0.0,0.0,0.0,False,0.6,0.0,0.0,,UNKNOWN_OPTIONS_FLOW,0.0,False,NO_VALID_SETUP,False,,,,,,,,609.4500122070312,102826.85,144113.95,96400.0,102826.85,62667824.98771057,0.9374983285007757,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,False,skipped_liquidity_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,falló uno o más filtros de liquidez,LIQUIDITY_VETO,,,,,UNKNOWN,,,,AVOID,,Veto: liquidity_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,20.0,0.0,0.0,,5.56,asset=20.0; setup=0.0; context=0.0; institutional=None,,,,,,,436,531,-95,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
437,WTM,White Mountains Insurance Group,NYQ,EQUITY,,,,4888529408.0,risk_on,0.0,0.0,0.0,NOT_EVALUATED_LIQUIDITY_VETO,0.0,0.0,0.0,0.0,False,0.6,0.0,0.0,,UNKNOWN_OPTIONS_FLOW,0.0,False,NO_VALID_SETUP,False,,,,,,,,2044.655029296875,20420.8,19591.933333333334,20950.0,20420.8,41753491.42226563,1.0259147535845805,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,False,skipped_liquidity_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,falló uno o más filtros de liquidez,LIQUIDITY_VETO,,,,,UNKNOWN,,,,AVOID,,Veto: liquidity_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,20.0,0.0,0.0,,5.56,asset=20.0; setup=0.0; context=0.0; institutional=None,,,,,,,437,532,-95,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
438,VTMX,"Corporacion Inmobiliaria Vesta,",NYQ,EQUITY,,,,3123247360.0,risk_on,0.0,0.0,0.0,NOT_EVALUATED_LIQUIDITY_VETO,0.0,0.0,0.0,0.0,False,0.4,0.0,0.0,,UNKNOWN_OPTIONS_FLOW,0.0,False,NO_VALID_SETUP,False,,,,,,,,33.7400016784668,63529.75,75544.91666666667,54450.0,63529.75,2143493.871632576,0.8570787701824736,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,False,skipped_liquidity_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,falló uno o más filtros de liquidez,LIQUIDITY_VETO,,,,,UNKNOWN,,,,AVOID,,Veto: liquidity_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,13.33,0.0,0.0,,3.7,asset=13.33; setup=0.0; context=0.0; institutional=None,,,,,,,438,547,-109,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
439,GAM,"General American Investors, Inc",NYQ,EQUITY,,,,1569532928.0,risk_on,0.0,0.0,0.0,NOT_EVALUATED_LIQUIDITY_VETO,0.0,0.0,0.0,0.0,False,0.4,0.0,0.0,,UNKNOWN_OPTIONS_FLOW,0.0,False,NO_VALID_SETUP,False,,,,,,,,65.85790252685547,12399.1,21631.366666666665,12200.0,12399.1,816578.7192207336,0.983942382914889,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,False,skipped_liquidity_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,falló uno o más filtros de liquidez,LIQUIDITY_VETO,,,,,UNKNOWN,,,,AVOID,,Veto: liquidity_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,13.33,0.0,0.0,,3.7,asset=13.33; setup=0.0; context=0.0; institutional=None,,,,,,,439,548,-109,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
440,BRK-A,Berkshire Hathaway Inc.,NYQ,EQUITY,,,,1086213193728.0,risk_on,0.0,0.0,0.0,NOT_EVALUATED_LIQUIDITY_VETO,0.0,0.0,0.0,0.0,False,0.6,0.0,0.0,,UNKNOWN_OPTIONS_FLOW,0.0,False,NO_VALID_SETUP,False,,,,,,,,761111.875,159.6,184.86666666666667,200.0,159.6,121473455.25,1.2531328320802007,,,,,,,,,False,0.0,,,,,,,,,,,,,,,,,False,skipped_liquidity_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,falló uno o más filtros de liquidez,LIQUIDITY_VETO,,,,,UNKNOWN,,,,AVOID,,Veto: liquidity_fail,,,,,,,,,,,,,,,,,,,,,,,,,,,no_valid_setup,,UNKNOWN,MISSING,LOW,20.0,0.0,0.0,,5.56,asset=20.0; setup=0.0; context=0.0; institutional=None,,,,,,,440,533,-93,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
441,LUMN,"Lumen Technologies, Inc.",NYQ,EQUITY,United States,Communication Services,Telecom Services,7312947712.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,7.09,,,,,,,0.00140548137737172,7.11,7.12,,,,2026-10-29,48.0,,,-0.093,,-0.02888,-0.086540006,,,0.47794,-0.008719999,,-23.937246,-4.9134345,0.618501,8.341,0.0801,5.13,0.71859,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:03:49+00:00,1789146229.0,,,REGULAR,REGULAR,2026-09-11T17:04:16.610478+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,day_gainers,PASS,,,yfinance,2.0,USD,18643142656.0,1031445404.0,13241788.0,12572540.0,7600.0,8500.0,6484032.0,13495000064.0,1876000000.0,2116249984.0,5367000064.0,,-1.03,-0.2964,17.14,0.080249995,,price_below_min,no_valid_setup,230.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,441,287,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
442,UAA,"Under Armour, Inc.",NYQ,EQUITY,United States,Consumer Cyclical,Apparel Manufacturing,2203568640.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.13,,,,,,,0.001947419668938615,5.13,5.14,,,,2026-11-05,54.0,,,-0.032,,-0.01604,-0.09989,96.356,-0.29825002,0.45624,0.00934,,26.10401,1.5413533,0.4465149,18.002,0.3698,6.08,1.1407399,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:03+00:00,1789146303.0,,,REGULAR,REGULAR,2026-09-11T17:05:26.004573+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,day_gainers,PASS,,,yfinance,2.0,USD,3114937344.0,188839506.0,8486798.0,6799350.0,13600.0,12000.0,6075419.0,1376077056.0,395980992.0,102217624.0,-14803000.0,,-1.15,0.19633,1.24,0.0029699998,,price_below_min,no_valid_setup,156.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,442,288,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
443,SMR,NuScale Power Corporation,NYQ,EQUITY,United States,Industrials,Specialty Industrial Machinery,3605272064.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,8.785,,,,,,,0.0,8.82,8.82,,,,2026-11-05,55.0,,,-0.991,,-853.37335,0.0,0.332,-0.5518,0.23545,-0.10604999,,-13.343978,2.3910081,336.8726,-13.731,0.176,1.91,0.59416,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:50+00:00,1789146350.0,,,REGULAR,REGULAR,2026-09-11T17:05:52.150575+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,3076968960.0,410389522.0,31814435.0,29133810.0,6600.0,14500.0,61267889.0,6692000.0,1072147968.0,-204594000.0,-776363008.0,,-2.2,-0.6576,,0.01698,,price_below_min,no_valid_setup,109.5,KNOWN,INVALID,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,443,289,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
444,GRAB,Grab Holdings Limited,NMS,EQUITY,Singapore,Technology,Software - Application,12314818560.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.01,,,,,,,0.2824536376604851,3.01,4.0,,,,2026-11-03,53.0,,,0.219,,0.02104,0.16028,28.224,0.077410005,0.40472,0.0070200004,27.409092,21.690649,1.8173599,3.306158,23.95,0.0761,6.77,0.67138,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:54+00:00,1789146354.0,,,REGULAR,REGULAR,2026-09-11T17:05:57.999697+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,8215001600.0,3973517000.0,47040617.0,51505480.0,1.0,5.0,29336564.0,2032999936.0,6531999744.0,502624992.0,-60000000.0,6.229,0.11,0.139,0.63,0.19098,,price_below_min,no_valid_setup,105.5,KNOWN,STALE_POSSIBLE,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,444,290,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
445,ONDS,Ondas Inc,NCM,EQUITY,United States,Technology,Communication Equipment,4134474496.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,7.235,,,,,,,0.1935483870967742,7.0,8.5,,,,2026-11-12,61.0,,,12.354,,-1.66299,0.96248,2.608,0.19317,0.43724,-0.083730005,,-362.25,2.4451568,23.780111,-15.5,0.3989,3.13,0.58359003,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:54+00:00,1789146354.0,,,REGULAR,REGULAR,2026-09-11T17:05:59.415280+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,2798692352.0,571454656.0,81508632.0,60950640.0,5.0,4.0,24090838.0,41096000.0,1384493056.0,-69109168.0,-161062000.0,,-0.03,-0.02,,0.017970001,,price_below_min,no_valid_setup,105.5,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,445,291,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
446,NIO,NIO Inc.,NYQ,EQUITY,China,Consumer Cyclical,Auto Manufacturers,9221105664.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.6801,,,,,,,0.002721088435374213,3.67,3.68,,,,2026-11-24,73.0,,,0.691,,-0.0108,-0.04168,203.22,-0.45318002,0.1736,-0.02017,,28.98439,15.162326,0.08076902,1.48,0.0681,4.65,0.121199995,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:57+00:00,1789146357.0,,,REGULAR,REGULAR,2026-09-11T17:06:00.541321+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,5050152960.0,2357167022.0,30048712.0,49758540.0,234000.0,79500.0,22963160.0,28995940352.0,43088306176.0,,,,-0.27,0.12690969,,0.00127,,price_below_min,no_valid_setup,102.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,446,292,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
447,KEEL,Keel Infrastructure Corp.,NGM,EQUITY,United States,Technology,Information Technology Services,2239320320.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.626,,,,,,,1.1250000000000002,2.1,7.5,,,,2026-11-09,58.0,,,-0.5,,-1.80976,-2.30594,315.882,-0.75638,-0.32257998,-0.08924,,-15.316686,6.801126,11.899196,-41.955,0.2061,3.27,0.64999,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:54+00:00,1789146354.0,,,REGULAR,REGULAR,2026-09-11T17:06:05.388651+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,2447290880.0,617573212.0,41039704.0,35708520.0,5.0,1.0,18348990.0,1038355008.0,715516032.0,-180642000.0,-250487008.0,,-0.65,-0.23667,,0.04571,,price_below_min,no_valid_setup,105.5,KNOWN,STALE_POSSIBLE,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,447,293,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
448,JOBY,"Joby Aviation, Inc.",NYQ,EQUITY,United States,Industrials,Airports & Air Services,6369959936.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,6.44,,,,,,,0.0015467904098994257,6.46,6.47,,,,2026-11-04,54.0,,,2574.933,,-6.75181,0.0,42.322,-0.65902,0.34289002,-0.27508,,-9.984496,3.5957565,54.77415,-5.633,0.1713,3.97,0.45836,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:57+00:00,1789146357.0,,,REGULAR,REGULAR,2026-09-11T17:06:06.225288+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,4725260800.0,989124237.0,39059329.0,25706600.0,9800.0,11900.0,18346490.0,747713024.0,2263825920.0,-436446240.0,-609942016.0,,-0.98,-0.645,,0.3241,,price_below_min,no_valid_setup,102.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,448,294,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
449,PLUG,"Plug Power, Inc.",NCM,EQUITY,United States,Industrials,Electrical Equipment & Parts,2996983808.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,2.145,,,,,,,0.004662004662004562,2.14,2.15,,,,2026-11-09,59.0,,,0.025,,-0.24881001,-2.20586,176.565,-1.44963,-0.24747999,-0.122250006,,-14.378076,5.1266823,4.0046372,-7.456,0.2346,4.63,0.73067003,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:02+00:00,1789146362.0,,,REGULAR,REGULAR,2026-09-11T17:06:06.967474+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,3818476032.0,1397195278.0,55265770.0,47909880.0,25.0,84.0,17793255.0,1036950976.0,172094000.0,-247099376.0,-482561984.0,,-1.32,-0.14833,0.84,0.04535,,price_below_min,no_valid_setup,97.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,449,295,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
450,RIG,Transocean Ltd (Switzerland),NYQ,EQUITY,Switzerland,Energy,Oil & Gas Drilling,6332710400.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.67,,,,,,,0.0017621145374448965,5.67,5.68,,,,2026-10-28,47.0,,,-0.022,,0.17391,-0.40238,61.159,-0.18698,0.41646,0.03548,,19.782099,0.75603896,1.536456,7.202,0.2607,6.52,0.95077,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:05+00:00,1789146365.0,,,REGULAR,REGULAR,2026-09-11T17:06:07.767299+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,11054398464.0,1116880085.0,40688943.0,41675110.0,131500.0,42300.0,16731791.0,5119000064.0,509000000.0,872625024.0,995000000.0,,-1.68,0.28637,1.17,0.092530005,,price_below_min,no_valid_setup,94.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,450,296,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
451,ABEV,Ambev S.A.,NYQ,EQUITY,Brazil,Consumer Defensive,Beverages - Brewers,46943203328.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.045,,,,,,,0.003284072249589421,3.04,3.05,,,,2026-10-29,47.0,,,0.003,0.246,0.23743,0.18406,3.317,0.184,0.51903,0.10296,15.225,14.257621,2.7207284,0.53182405,1.201,,3.68,0.07137,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:27+00:00,1789146327.0,,,REGULAR,REGULAR,2026-09-11T17:06:08.546992+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,32159051776.0,15416486524.0,28671441.0,30143300.0,365000.0,186800.0,15939397.0,2948960000.0,18346395648.0,19859091456.0,28068591616.0,0.246,0.2,0.21357,1.91,0.0,,price_below_min,no_valid_setup,132.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,451,297,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
452,STLA,Stellantis N.V.,NYQ,EQUITY,Netherlands,Consumer Cyclical,Auto Manufacturers,20494241792.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.44,,,,,,,0.0018399264029440063,5.43,5.44,,,,2026-10-28,46.0,,,0.131,,0.02238,-0.12104999,84.387,-0.28694,0.06554,-0.01281,,4.366834,0.24121891,0.1273519,-114.767,0.048600003,6.66,0.48228002,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:06+00:00,1789146366.0,,,REGULAR,REGULAR,2026-09-11T17:06:09.306403+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,35921969152.0,2900941252.0,20461312.0,18614390.0,32700.0,66400.0,15635989.0,52097998848.0,31950999552.0,-3343500032.0,-5249999872.0,,-7.87,1.24525,0.97,0.23541,,price_below_min,no_valid_setup,93.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,452,298,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
453,OPEN,Opendoor Technologies Inc,NMS,EQUITY,United States,Real Estate,Real Estate Services,2748187648.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,2.83,,,,,,,0.0035273368606701188,2.83,2.84,,,,2026-11-05,55.0,,,-0.437,,-0.15855,-0.46742,214.88,-1.96893,0.08636,-0.109069996,,-365.47098,3.000424,0.845273,-7.99,0.24040002,5.06,0.57959,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:09+00:00,1789146369.0,,,REGULAR,REGULAR,2026-09-11T17:06:09.959689+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,3787054848.0,971091050.0,55983262.0,27057680.0,5.0,1.0,15317447.0,1964000000.0,896000000.0,48750000.0,-459000000.0,,-1.89,-0.00775,,0.04895,,price_below_min,no_valid_setup,90.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,453,299,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
