rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
454,AUR,"Aurora Innovation, Inc.",NMS,EQUITY,United States,Consumer Cyclical,Auto Parts,12996946944.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,6.485,,,,,,,0.1458966565349544,6.1,7.06,,,,2026-10-28,47.0,,,1.0,,-133.0,0.0,4.199,-0.45639,0.0,-0.27676,,-14.400001,6.632549,2597.3853,-12.302,0.1735,6.57,0.85107005,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:02+00:00,1789146362.0,,,REGULAR,REGULAR,2026-09-11T17:06:10.616267+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,11551302656.0,1708146085.0,27529316.0,28370730.0,2.0,2.0,14863137.0,82000000.0,1216999936.0,-414249984.0,-679000000.0,,-0.46,-0.45,,0.12630999,,price_below_min,no_valid_setup,97.5,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,454,300,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
455,DNN,Denison Mines Corp,ASE,EQUITY,Canada,Energy,Uranium,2769997824.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.0599,,,,,,,0.0032733224222586685,3.05,3.06,,,,2026-11-03,53.0,,,-0.436,1.828,-25.175,0.0,237.889,-0.66823995,-0.90911,-0.05886,,-74.8614,13.2216015,675.68097,-54.762,,3.5,0.64899004,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:11+00:00,1789146371.0,,,REGULAR,REGULAR,2026-09-11T17:06:14.488210+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,3061459968.0,905257624.0,25345627.0,23612880.0,71200.0,121900.0,14201032.0,687272000.0,549660032.0,-97696752.0,-87070000.0,1.045,-0.23,-0.040808752,106.92,0.0031,,price_below_min,no_valid_setup,88.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,455,301,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
456,SNAP,Snap Inc.,NYQ,EQUITY,United States,Communication Services,Internet Content & Information,9563723776.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.655,,,,,,,0.001768346595932765,5.65,5.66,,,,2026-11-04,54.0,,,0.189,,-0.026400002,-0.04901,219.281,-0.15576,0.57333,-0.02722,,7.27955,4.925829,1.5031782,-74.525,0.0939,2.37,0.44634998,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:02+00:00,1789146362.0,,,REGULAR,REGULAR,2026-09-11T17:06:16.526214+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,10901400576.0,1437047479.0,40530061.0,31708260.0,20600.0,24700.0,13336704.0,4225746944.0,2659758080.0,714257984.0,919059008.0,,-0.18,0.77546,508.87,0.22106001,,price_below_min,no_valid_setup,97.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,456,302,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
457,BBD,Banco Bradesco Sa,NYQ,EQUITY,Brazil,Financial Services,Banks - Regional,38121033728.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.6,,,,,,,0.002781641168289355,3.59,3.6,,,,2026-11-04,54.0,,,0.072,0.178,0.34515,0.26071,,0.13763,0.0,0.010650001,8.360465,6.60712,1.0704694,0.40811405,,0.002,0.73,0.2449,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:13+00:00,1789146373.0,,,REGULAR,REGULAR,2026-09-11T17:06:21.047952+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,597661122560.0,10589176727.0,31955250.0,31366750.0,128300.0,127100.0,12171484.0,838676250624.0,280313430016.0,,-274642567168.0,0.177,0.43,0.54411,1.64,7e-05,,price_below_min,no_valid_setup,86.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,457,303,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
458,ITUB,Itau Unibanco Banco Holding SA,NYQ,EQUITY,Brazil,Financial Services,Banks - Regional,91812192256.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,8.33,,,,,,,0.001202645820805747,8.31,8.32,,,,2026-11-03,53.0,,,0.175,0.081,0.39073002,0.32584,,0.21476,0.0,0.01577,10.030121,8.426198,2.1514606,0.63847005,,0.003,0.78,0.23773001,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:22+00:00,1789146382.0,,,REGULAR,REGULAR,2026-09-11T17:06:23.800224+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,733457547264.0,5404129565.0,21443198.0,22355070.0,62900.0,40200.0,11618755.0,1115894054912.0,484164993024.0,,44268998656.0,0.076,0.83,0.98799,1.26,2.0000001e-05,,price_below_min,no_valid_setup,77.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,458,304,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
459,AMC,"AMC Entertainment Holdings, Inc",NYQ,EQUITY,United States,Communication Services,Entertainment,2204733440.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,2.47,,,,,,,0.004056795131845935,2.46,2.47,,,,2026-10-20,38.0,,,0.142,,0.14899,-0.10593,,,0.18208,0.020969998,,-30.875002,-1.5181316,0.4215068,15.501,0.0423,1.69,0.49650002,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:22+00:00,1789146382.0,,,REGULAR,REGULAR,2026-09-11T17:06:28.218827+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,9043347456.0,892604638.0,39993090.0,23843680.0,17200.0,9100.0,10886691.0,7715200000.0,778400000.0,142600000.0,218700000.0,,-1.06,-0.08,12.22,0.00585,,price_below_min,no_valid_setup,77.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,459,305,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
460,ACHR,Archer Aviation Inc.,NYQ,EQUITY,United States,Industrials,Aerospace & Defense,4289049600.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.57,,,,,,,0.0017905102954341606,5.58,5.59,,,,2026-11-05,55.0,,,,,-55.14,0.0,6.557,-0.44471002,0.14493,-0.28133,,-6.8992,2.2660701,621.6014,-3.075,0.146,2.5,0.50079,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:26+00:00,1789146386.0,,,REGULAR,REGULAR,2026-09-11T17:06:31.510934+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,2784929792.0,770026800.0,35461103.0,21119080.0,14600.0,12200.0,10432157.0,125600000.0,1560600064.0,-376437504.0,-540400000.0,,-1.08,-0.80734,,0.14739001,,price_below_min,no_valid_setup,73.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,460,306,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
461,LYG,Lloyds Banking Group Plc,NYQ,EQUITY,United Kingdom,Financial Services,Banks - Regional,86825058304.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,6.004,,,,,,,0.0016652789342214466,6.0,6.01,,,,2026-10-29,47.0,,,0.123,0.177,0.44961,0.26431,,0.113400005,0.0,0.00558,13.9651165,9.385305,1.5554931,4.4096646,,0.00029999999,0.34,0.04132,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:05:52+00:00,1789146352.0,,,REGULAR,REGULAR,2026-09-11T17:06:33.746168+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,83523272704.0,14461202523.0,16930959.0,13203840.0,156600.0,166600.0,9610828.0,167551991808.0,169778003968.0,,2544000000.0,0.097,0.43,0.63983,0.66,0.0,,price_below_min,no_valid_setup,107.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,461,307,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
462,ATAI,AtaiBeckley Inc.,NGM,EQUITY,United States,Healthcare,Biotechnology,2725855232.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,7.35,,,,,,,0.004175365344467675,7.17,7.2,,,,2026-11-12,62.0,,,1.37,,-25.90434,0.0,2.429,-4.17207,0.0,-0.39026,,-15.000918,15.37657,609.53827,-17.788,0.061100002,2.84,0.52308,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-10T20:00:01+00:00,1789070401.0,,,REGULAR,REGULAR,2026-09-11T17:06:34.457392+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,2504403200.0,370864669.0,14519537.0,19916530.0,59.0,2.0,9546960.0,4285000.0,225808000.0,-74669752.0,-127103000.0,,-2.79,-0.48997,,0.02183,,price_below_min,"no_valid_setup, stale_quote_timestamp",76058.5,KNOWN,STALE_POSSIBLE,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,462,308,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
463,BTG,B2Gold Corp,ASE,EQUITY,Canada,Basic Materials,Gold,7100754944.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.375,,,,,,,0.0018604651162790302,5.37,5.38,,,,2026-11-04,54.0,,,0.14,1.854,0.45736,0.21326,11.389,0.22635001,0.63159,0.17624001,9.598214,4.986964,1.7874959,1.8760579,3.508,,2.57,0.69454,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:19+00:00,1789146379.0,,,REGULAR,REGULAR,2026-09-11T17:06:38.378150+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,7281404928.0,1321070762.0,25640293.0,33563530.0,108800.0,121500.0,9354674.0,456086016.0,290032000.0,298274496.0,922692992.0,1.703,0.56,1.07781,,0.00404,,price_below_min,no_valid_setup,80.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,463,309,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
464,SOUN,"SoundHound AI, Inc.",NGM,EQUITY,United States,Technology,Software - Application,2797906688.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,6.3,,,,,,,0.5352112676056339,4.68,8.1,,,,2026-11-05,55.0,,,0.45,,-0.75925004,-0.6745,1.109,-0.32242,0.42294997,-0.19466999,,-42.71187,5.6000004,13.769226,-16.765,0.3845,5.15,0.38573003,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:34+00:00,1789146394.0,,,REGULAR,REGULAR,2026-09-11T17:06:47.882647+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,2591671808.0,411576753.0,30291475.0,25330880.0,2.0,1.0,7291639.0,5438000.0,202776000.0,-45495500.0,-114509000.0,,-0.62,-0.1475,,0.01747,,price_below_min,no_valid_setup,65.5,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,464,310,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
465,FRMI,Fermi Inc.,NMS,EQUITY,United States,Real Estate,REIT - Specialty,3525772800.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.505,,,,,,,0.14555256064690023,5.16,5.97,,,,2026-11-09,58.0,,,,,0.0,0.0,55.87,,0.0,,,47.717667,3.4199135,,,0.1238,3.09,0.26252002,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:46+00:00,1789146406.0,,,REGULAR,REGULAR,2026-09-11T17:06:48.557005+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,3965970944.0,640467348.0,19456358.0,16228570.0,2.0,2.0,7261259.0,576387968.0,62536000.0,,-87549000.0,,-1.46,0.11589,,0.47133,,price_below_min,no_valid_setup,53.5,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,465,311,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
466,HLN,Haleon plc,NYQ,EQUITY,United Kingdom,Healthcare,Drug Manufacturers - Specialty & Generic,40304226304.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,9.165,,,,,,,0.0010911074740861744,9.16,9.17,,,,2027-02-24,165.0,,,0.022,-0.045,0.23938,0.14553,50.195,0.100930005,0.65567,0.050809998,18.70408,14.685382,1.8341613,3.6140807,17.01,0.0034999999,1.96,0.13543999,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:50+00:00,1789146410.0,,,REGULAR,REGULAR,2026-09-11T17:06:54.042373+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,48445849600.0,4397624392.0,10242843.0,13578020.0,36400.0,35100.0,6700872.0,8252000256.0,826000000.0,1801750016.0,2651000064.0,-0.055,0.49,0.62409,2.12,0.00014,,price_below_min,no_valid_setup,49.5,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,466,312,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
467,BTE,Baytex Energy Corp,NYQ,EQUITY,Canada,Energy,Oil & Gas E&P,3464536064.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,4.955,,,,,,,0.0,4.97,4.97,,,,2026-11-05,55.0,,,0.513,0.211,0.40842998,-0.42863998,6.942,-0.08772001,0.5901,0.00855,,17.273405,2.245884,2.0647035,4.068,,1.42,0.62735003,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:50+00:00,1789146410.0,,,REGULAR,REGULAR,2026-09-11T17:06:54.733242+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,2953115904.0,699200000.0,17228525.0,15923700.0,93100.0,73800.0,6705248.0,149484992.0,720337024.0,-225579008.0,1053388032.0,0.154,-0.25,0.28611034,,0.00622,,price_below_min,no_valid_setup,49.5,KNOWN,INVALID,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,467,313,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
468,CCC,CCC Intelligent Solutions Holdi,NMS,EQUITY,United States,Technology,Software - Application,4067008512.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,6.905,,,,,,,0.09767092411720515,6.33,6.98,,,,2026-10-29,47.0,,,0.098,0.813,0.16659,0.03808,77.826,0.02167,0.75095004,0.03255,98.85715,13.207619,2.2951906,3.6647007,16.684,0.0922,5.42,1.08556,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-09-11T17:06:26+00:00,1789146386.0,,,REGULAR,REGULAR,2026-09-11T17:06:56.943728+00:00,yahoo_quote_summary,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,yfinance,2.0,USD,5298260480.0,588994704.0,9964387.0,8188030.0,2.0,1.0,6835637.0,1379504000.0,115857000.0,290087872.0,372966016.0,0.604,0.07,0.52394,,0.045,,price_below_min,no_valid_setup,73.5,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,468,314,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
469,GGB,Gerdau S.A.,NYQ,EQUITY,,,,10124572672.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,,,,,,,,,,,,,,,,,,,,,price_below_min,no_valid_setup,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,469,315,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
470,IOVA,"Iovance Biotherapeutics, Inc.",NGM,EQUITY,,,,3780046592.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,8.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,AVOID,price_below_min,Veto: price_below_min,price_below_min,most_actives,PASS,,,,,,,,,,,,,,,,,,,,,,,price_below_min,no_valid_setup,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,470,316,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
471,SMCIP,"Super Micro Computer, Inc. - De",NMS,EQUITY,,,,,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,65.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,AVOID,market_cap_below_min,Veto: market_cap_below_min,market_cap_below_min,growth_technology_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,"market_cap_unverified, no_valid_setup",,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,471,317,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
472,SNX,TD SYNNEX Corporation,NYQ,EQUITY,,,,,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,267.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,AVOID,market_cap_below_min,Veto: market_cap_below_min,market_cap_below_min,growth_technology_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,"market_cap_unverified, no_valid_setup",,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,472,318,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
473,DSP,Viant Technology Inc.,NMS,EQUITY,,,,835091072.0,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,,,,,UNKNOWN,,,,AVOID,market_cap_below_min,Veto: market_cap_below_min,market_cap_below_min,growth_technology_stocks,PASS,,,,,,,,,,,,,,,,,,,,,,,market_cap_below_min,no_valid_setup,,UNKNOWN,MISSING,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,473,319,154,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260911T170739724410Z,2026-09-11T17:07:39.724410+00:00,2026-09-11,America/New_York
