rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
322,DNN,Denison Mines Corp,ASE,EQUITY,Canada,Energy,Uranium,2735232768,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.0223,,,,,,,0.0032948929159803066,3.03,3.04,,,,2026-08-11,18.0,,,-0.196,,-20.60759,0.0,280.616,-0.73787004,-0.58271,-0.059910003,,-75.10792,14.7920885,587.9009,-47.214,,2.77,0.64114,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:30:28+00:00,1784820628.0,,,REGULAR,REGULAR,2026-07-23T15:30:40.939688+00:00,yahoo_quote_summary,VETO,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: price_below_min,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",most_actives,PASS,,,yfinance,2.0,USD,2928902656.0,905016962.0,23679475.0,23910070.0,202700.0,204300.0,5753351.0,729995008.0,561393984.0,-95892000.0,-86779000.0,,-0.23,-0.04020881,106.92,0.00311,,price_below_min,,195.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,322,200,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
323,RDW,Redwire Corporation,NYQ,EQUITY,United States,Industrials,Aerospace & Defense,2155398656,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,9.025,,,,,,,0.0,9.06,9.06,,,,2026-08-05,12.0,,,0.579,,-0.71836,-0.809,11.325,-0.48749,0.12858,-0.15016,,-22.073172,1.6466522,5.8264527,-10.332,0.21079999,0.99,0.54580003,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:30:21+00:00,1784820621.0,,,REGULAR,REGULAR,2026-07-23T15:30:42.074973+00:00,yahoo_quote_summary,VETO,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: price_below_min,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",most_actives,PASS,,,yfinance,2.0,USD,1843379072.0,238825345.0,38201849.0,15410470.0,2000.0,1100.0,5253889.0,131888000.0,144506000.0,-71324128.0,-138916000.0,,-2.59,-0.41,,0.01382,,price_below_min,,202.93,KNOWN,INVALID,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,323,201,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
324,GCTS,"GCT Semiconductor Holding, Inc.",NYQ,EQUITY,United States,Technology,Semiconductors,181926016,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,2.0,,,,,,,0.0049140049140050275,2.03,2.04,,,,2026-08-11,18.0,,,2.871,,-3.19375,0.0,,,-0.22331,-1.0956199,,-57.431427,-1.97262,42.62115,-6.616,0.089899994,1.49,0.04952,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:01+00:00,1784820661.0,,,REGULAR,REGULAR,2026-07-23T15:31:12.722004+00:00,yahoo_quote_summary,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",growth_technology_stocks,PASS,,,yfinance,2.0,USD,225504784.0,90963011.0,6331313.0,1502690.0,1700.0,4000.0,895703.0,58219000.0,7185000.0,-16762625.0,-30153000.0,,-0.82,-0.035,,0.12323,,"price_below_min, market_cap_below_min",,162.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,324,202,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
325,DSP,Viant Technology Inc.,NMS,EQUITY,United States,Technology,Software - Application,687686272,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,10.48,,,,,,,0.5306893295561851,7.78,13.4,,,,2026-08-10,17.0,,,0.253,,-0.044699997,0.0251,8.052,0.09203,0.45125,0.01946,26.199999,13.165829,2.243631,1.899177,8.03,0.060500003,3.41,0.55191004,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:27:00+00:00,1784820420.0,,,REGULAR,REGULAR,2026-07-23T15:31:35.746632+00:00,yahoo_quote_summary,VETO,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: market_cap_below_min,"market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",growth_technology_stocks,PASS,,,yfinance,2.0,USD,263625424.0,20021706.0,270465.0,204640.0,2.0,2.0,76137.0,23384000.0,185687008.0,25625876.0,59984000.0,,0.4,0.796,0.86,0.03351,,market_cap_below_min,,403.93,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,325,203,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
326,INTR,Inter & Co. Inc.,NMS,EQUITY,Brazil,Financial Services,Banks - Regional,2419356416,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,5.48,,,,,,,0.548736462093863,4.02,7.06,,,,2026-08-05,12.0,,,0.253,0.369,0.29919,0.22477,,0.15526,0.0,0.01679,8.690476,5.304513,1.226705,0.3824491,,0.041100003,2.06,0.43972,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:44+00:00,1784820704.0,,,REGULAR,REGULAR,2026-07-23T15:31:46.111290+00:00,yahoo_quote_summary,VETO,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: price_below_min,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,15607064576.0,325767698.0,6177234.0,4524130.0,2.0,2.0,1143517.0,19826038784.0,6949824000.0,,-2662915072.0,0.378,0.63,1.03214,,0.2366,,price_below_min,,119.93,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,326,204,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
327,AEG,Aegon Ltd. New York Registry Sh,NYQ,EQUITY,Netherlands,Financial Services,Insurance - Diversified,13329723392,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,9.015,,,,,,,0.0011092623405435148,9.01,9.02,,,,,,,,-0.137,-0.467,0.00271,0.080129996,56.935,0.10421,0.43976003,0.0014399999,13.065218,29.174759,1.5859551,1.0932275,,0.0028,0.62,0.08631,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:41+00:00,1784820701.0,,,REGULAR,REGULAR,2026-07-23T15:31:50.794993+00:00,yahoo_quote_summary,VETO,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: price_below_min,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,18742732800.0,1470418770.0,4737827.0,4756760.0,55500.0,37200.0,3478676.0,5406000128.0,603000000.0,-204500000.0,434000000.0,-0.469,0.69,0.309,14.09,0.0,earnings_dates no disponible: `Import lxml` failed.  Use pip or conda to install the lxml package.,price_below_min,,122.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,327,205,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
328,FSM,Fortuna Mining Corp.,NYQ,EQUITY,Canada,Basic Materials,Gold,2499367936,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,8.2499,,,,,,,0.001207000603500276,8.28,8.29,,,,2026-08-05,12.0,,,0.756,0.816,0.53027,0.31062,11.379,0.21956,0.54673,0.1446,7.6342587,5.046301,1.41618,2.282229,3.27,,3.33,0.79772,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:39+00:00,1784820699.0,,,REGULAR,REGULAR,2026-07-23T15:31:53.384115+00:00,yahoo_quote_summary,VETO,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: price_below_min,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,2209262080.0,302957387.0,5146554.0,4675440.0,4900.0,2800.0,1642956.0,209399008.0,675820992.0,369310112.0,550329984.0,0.897,1.08,1.63387,,0.0061000003,,price_below_min,,124.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,328,206,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
329,ORC,"Orchid Island Capital, Inc.",NYQ,EQUITY,United States,Real Estate,REIT - Mortgage,1325624960,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,6.605,,,,,,,0.0015140045420137282,6.6,6.61,,,,2026-07-23,-1.0,,,,,1.58903,0.83757,780.665,0.108509995,0.96969,0.012209999,6.9473686,6.092326,,,,0.0766,2.84,0.41515,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:39+00:00,1784820699.0,,,REGULAR,REGULAR,2026-07-23T15:31:54.573062+00:00,yahoo_quote_summary,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,11172274176.0,,4909209.0,4344170.0,16100.0,31000.0,1711376.0,10865357824.0,1035768000.0,,143284992.0,,0.95,1.08333,,0.00214,,"price_below_min, market_cap_below_min",,124.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,329,207,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
330,TBLA,Taboola.com Ltd.,NMS,EQUITY,United States,Communication Services,Internet Content & Information,1305123840,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,4.775,,,,,,,0.548488008342023,3.48,6.11,,,,2026-08-05,12.0,,,0.091,,-0.01633,0.05643,15.867,0.11214,0.29718,0.016649999,13.263888,7.0014668,1.3654561,0.6689711,9.96,0.0404,1.67,0.62137,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:19+00:00,1784820679.0,,,REGULAR,REGULAR,2026-07-23T15:32:02.829381+00:00,yahoo_quote_summary,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,1346064768.0,243284708.0,3268009.0,2272190.0,2.0,2.0,522590.0,151584000.0,150275008.0,136362368.0,268908000.0,,0.36,0.682,,0.20275,,"price_below_min, market_cap_below_min",,144.93,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,330,208,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
331,TIGR,UP Fintech Holding Limited,NMS,EQUITY,Singapore,Financial Services,Capital Markets,862230656,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,4.825,,,,,,,0.5288753799392097,3.63,6.24,,,,2026-08-27,34.0,,,0.271,,0.34774,0.20009,7.807,0.14728,0.87584996,0.01411,7.9262295,5.127797,1.0211194,1.5214905,,0.0624,2.51,0.31877002,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:32:01+00:00,1784820721.0,,,REGULAR,REGULAR,2026-07-23T15:32:05.528163+00:00,yahoo_quote_summary,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,-3529005056.0,172193213.0,4502642.0,1781700.0,2.0,2.0,926831.0,66174380.0,4493628928.0,,,,0.61,0.9429,,0.18531,,"price_below_min, market_cap_below_min",,102.93,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,331,209,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
332,IVR,INVESCO MORTGAGE CAPITAL INC,NYQ,EQUITY,United States,Real Estate,REIT - Mortgage,788480000,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,7.7,,,,,,,0.0012995451591942542,7.69,7.7,,,,2026-07-30,6.0,,,,,1.32578,0.76662004,612.55,0.07549,1.0,0.00993,9.861282,3.8143551,0.94493854,,,0.1039,3.83,0.36863,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:32:04+00:00,1784820724.0,,,REGULAR,REGULAR,2026-07-23T15:32:09.030855+00:00,yahoo_quote_summary,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,6207239680.0,102400000.0,2576804.0,2664430.0,13600.0,24100.0,1210063.0,5368102912.0,53717000.0,,164424000.0,,0.78,2.01654,7.2,0.0026800002,,"price_below_min, market_cap_below_min",,99.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,332,210,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
333,ARCO,Arcos Dorados Holdings Inc.,NYQ,EQUITY,Uruguay,Consumer Cyclical,Restaurants,1769569536,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,8.4,,,,,,,0.0011841326228537344,8.44,8.45,,,,2026-08-13,20.0,,,0.129,1.594,0.051620003,0.048639998,278.651,0.36284,0.12206,0.0671,7.5495496,9.829797,2.2765553,0.3664367,6.173,0.0681,5.89,0.53589,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:30:33+00:00,1784820633.0,,,REGULAR,REGULAR,2026-07-23T15:32:29.951683+00:00,yahoo_quote_summary,VETO,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: price_below_min,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,3681165824.0,130663057.0,1351137.0,1406480.0,1200.0,500.0,284923.0,2165515008.0,266164992.0,182470624.0,327905984.0,1.594,1.11,0.85251,0.54,0.04987,,price_below_min,,190.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,333,211,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
334,EMBC,Embecta Corp.,NMS,EQUITY,United States,Healthcare,Medical Instruments & Supplies,191925024,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,3.235,,,,,,,0.5465838509316769,2.34,4.1,,,,2026-08-06,13.0,,,-0.144,,0.19342,0.10734,,,0.61917996,0.16835,1.7116401,1.8591954,-0.30654788,0.18410075,4.154,0.1174,2.34,0.99474996,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:36+00:00,1784820696.0,,,REGULAR,REGULAR,2026-07-23T15:32:33.168414+00:00,yahoo_quote_summary,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,1380414976.0,59327677.0,2573034.0,1317870.0,2.0,2.0,434802.0,1372499968.0,184900000.0,195800000.0,213500000.0,,1.89,1.74,,0.01735,,"price_below_min, market_cap_below_min",,127.93,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,334,212,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
335,AVAH,Aveanna Healthcare Holdings Inc,NMS,EQUITY,United States,Healthcare,Medical Care Facilities,2019679360,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,9.275,,,,,,,0.5487674169346196,6.77,11.89,,,,2026-08-13,20.0,,,0.159,6.123,0.1118,0.103690006,623.924,3.68009,0.32759,0.10165,7.623967,11.88314,8.333334,0.79654217,10.832,0.0433,1.67,0.9203,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:32:31+00:00,1784820751.0,,,REGULAR,REGULAR,2026-07-23T15:32:37.528060+00:00,yahoo_quote_summary,VETO,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: price_below_min,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,3358454528.0,217755203.0,1976188.0,1976960.0,2.0,2.0,408900.0,1502296960.0,197274000.0,82576248.0,138838000.0,7.021,1.21,0.77631,,0.05799,,price_below_min,,72.93,KNOWN,WIDE_OR_INCOHERENT,LOW,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,335,213,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
336,PMT,PennyMac Mortgage Investment Tr,NYQ,EQUITY,United States,Real Estate,REIT - Mortgage,850659008,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,9.755,,,,,,,0.0010251153254740941,9.75,9.76,,,,2026-07-29,5.0,,,-0.241,,0.18751,0.21139999,1090.067,0.07577,0.82045,0.00764,8.400862,6.5402684,0.641245,,,0.1001,4.65,0.79716,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:32:16+00:00,1784820736.0,,,REGULAR,REGULAR,2026-07-23T15:32:45.521181+00:00,yahoo_quote_summary,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,21478582272.0,87202362.0,1364804.0,1440880.0,1500.0,1100.0,391612.0,20346705920.0,268547008.0,,-9148329984.0,1.543,1.16,1.49,0.76,0.01193,,"price_below_min, market_cap_below_min",,87.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,336,214,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
337,ENIC,Enel Chile S.A.,NYQ,EQUITY,Chile,Utilities,Utilities - Regulated Electric,6002136064,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,4.3389,,,,,,,0.0023068050749711156,4.33,4.34,,,,2026-07-28,4.0,,,-0.017,-0.069,0.15921,0.11594,68.847,0.10163999,0.37558997,0.04265,11.407895,0.01961006,1.125974,1.3232279,8.351,,1.13,0.04441,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:31:47+00:00,1784820707.0,,,REGULAR,REGULAR,2026-07-23T15:33:01.133849+00:00,yahoo_quote_summary,VETO,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",Veto: price_below_min,"price_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,9996592128.0,1383331144.0,604150.0,463050.0,1800.0,1000.0,66241.0,3923610112.0,454351008.0,509010752.0,1342372992.0,-0.07,0.38,221.06,,0.0,,price_below_min,,116.93,KNOWN,VALID,HIGH,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,337,215,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
338,TUYA,Tuya Inc.,NYQ,EQUITY,China,Technology,Software - Infrastructure,1008567040,,0.0,,,,,,,,False,,,,,,,,NO_VALID_SETUP,False,,,,,,,,1.645,,,,,,,0.018126888217522678,1.64,1.67,,,,2026-08-18,25.0,,,0.083,0.411,0.09238,0.19101,1.0,0.06278,0.47772998,0.01118,16.449999,12.415095,1.006732,3.0750308,6.321,0.0104,2.25,0.28238,False,skipped_early_veto,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARD_FILTER_VETO,2026-07-23T15:32:31+00:00,1784820751.0,,,REGULAR,REGULAR,2026-07-23T15:33:04.104627+00:00,yahoo_quote_summary,VETO,"price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close","Veto: price_below_min, market_cap_below_min","price_below_min, market_cap_below_min, liquidity_fail, no_valid_setup, earnings_too_close",undervalued_growth_stocks,PASS,,,yfinance,2.0,USD,136069424.0,542948046.0,1030195.0,623700.0,7800.0,21300.0,537089.0,10056000.0,951152000.0,21208876.0,78087000.0,0.432,0.1,0.1325,,0.17985001,,"price_below_min, market_cap_below_min",,72.93,KNOWN,VALID,MEDIUM,50.0,50.0,50.0,,49.0,asset=50.0; setup=50.0; context=50.0; institutional=None,,,,,,,338,216,122,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
