rank,ticker,company,exchange,quote_type,country,sector,industry,market_cap,market_regime,final_score,rs_score,trend_score,trend_status,volume_score,sector_score,structure_score,rr_score,liquidity_pass,liquidity_score,momentum_score,fundamental_score,options_score,options_bias,options_confidence,options_crowded_bullish,setup_type,trigger_confirmed,trigger_level,entry,stop,target,rr,atr_pct,relative_volume,price,avg_volume_20d,avg_volume_60d,median_volume_20d,mean_volume_20d,dollar_volume_20d,median_to_mean_volume_ratio,spread_pct,bid,ask,average_volume_yf,average_volume_10d_yf,regular_market_volume_yf,earnings_date,days_to_earnings,earnings_veto,earnings_penalty,revenue_growth,earnings_growth,operating_margins,profit_margins,debt_to_equity,return_on_equity,gross_margins,return_on_assets,trailing_pe,forward_pe,price_to_book,price_to_sales_ttm,enterprise_to_ebitda,short_percent_float,short_ratio,held_percent_institutions,options_data_available,options_source,options_expirations_used,call_volume,put_volume,call_open_interest,put_open_interest,put_call_volume_ratio,put_call_oi_ratio,call_volume_share,call_oi_share,near_call_volume,near_put_volume,near_call_open_interest,near_put_open_interest,near_put_call_volume_ratio,near_put_call_oi_ratio,near_call_oi_share,max_call_oi_strike,max_call_oi,max_put_oi_strike,max_put_oi,max_pain_approx,atm_implied_volatility,call_volume_to_oi,put_volume_to_oi,total_option_volume,total_option_open_interest,warnings,scanner_stage,quote_timestamp,regular_market_time,pre_market_time,post_market_time,market_session,market_state_raw,metadata_fetched_at,quote_timestamp_source,signal,veto_reasons,reason_summary,all_veto_reasons,source_channel,validation_status,data_quality_warning,universe_veto_reasons,metadata_source,cache_schema_version,currency,enterprise_value,shares_outstanding,average_volume,average_volume_10d,bid_size,ask_size,regular_market_volume,total_debt,total_cash,free_cashflow,operating_cashflow,earnings_quarterly_growth,eps_trailing_twelve_months,eps_forward,peg_ratio,held_percent_insiders,fundamental_warning,early_veto_reasons,penalty_reasons,quote_age_seconds,quote_temporal_status,quote_status,execution_quote_quality,asset_quality_score,setup_quality_score,context_score,institutional_score,final_trade_score,score_breakdown,theoretical_entry,theoretical_stop,theoretical_target,actionable_entry,actionable_stop,actionable_target,legacy_rank,trade_rank,rank_delta,legacy_rank_basis,trade_rank_basis,run_trust_status,run_trust_reasons,critical_essential_sources,run_manual_review_required,schema_version,backtest_run_id,generated_at_utc,market_date_et,exchange_timezone
12,FBK,FB Financial Corporation,NYQ,EQUITY,United States,Financial Services,Banks - Regional,2890655488,risk_off,68.02,0.669,0.85,excellent,0.429,0.54,0.82,0.7,True,1.0,1.0,0.8046,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,57.323380088806154,57.79759979248047,55.690957478114534,62.01088442121233,1.9999999999999967,0.02429907495501233,0.11230963210315884,57.79759979248047,426650.85,353451.95,376150.0,426650.85,24659395.079421613,0.8816342449569713,0.0015529289966353793,57.91,58.0,355191.0,460840.0,47915.0,2026-10-13,81.0,False,False,1.302,17.834,0.45531,0.30199,,0.1108,0.0,0.013040001,15.29037,11.252879,1.4915894,4.5759645,,0.0577,5.21,0.81681,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:28+00:00,1784820748.0,,,REGULAR,REGULAR,2026-07-23T15:33:11.828277+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 68.02 | RS 0.669 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,KNOWN,VALID,HIGH,88.49,73.72,68.63,,76.41,asset=88.49; setup=73.72; context=68.63; institutional=None,57.79759979248047,55.690957478114534,62.01088442121233,57.79759979248047,55.690957478114534,62.01088442121233,19,11,8,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
13,SLG,SL Green Realty Corp,NYQ,EQUITY,United States,Real Estate,REIT - Office,4081148416,risk_off,67.75,0.797,1.0,excellent,0.653,0.444,0.78,0.7,True,1.0,0.65,0.3835,0.525,NEUTRAL_WITH_DATA,HIGH,False,RECLAIM,True,50.83950004577637,52.88999938964844,49.98964146205357,58.690715244838174,2.0,0.03655836593010714,1.3250204964881227,52.88999938964844,1093297.05,1114100.6833333333,937850.0,1093297.05,57824480.30720444,0.8578181016769413,0.004687353520202494,53.21,53.46,1109783.0,955680.0,1441687.0,2026-10-21,89.0,False,False,0.205,,0.14248,-0.16986999,142.537,-0.03573,0.43870997,0.0036700002,,-30.337027,1.1373391,4.1550164,31.825,0.2177,8.17,1.03562,True,yfinance,2026-08-21,355.0,107.0,2703.0,3261.0,0.30140845070422534,1.2064372918978912,0.7683982683982684,0.45321931589537223,59.0,8.0,247.0,557.0,0.13559322033898305,2.2550607287449393,0.3072139303482587,52.5,719.0,42.5,992.0,47.5,0.49854017089843755,0.1313355530891602,0.032812020852499235,462.0,5964.0,,FULL_SCORE,2026-07-23T15:27:10+00:00,1784820430.0,,,REGULAR,REGULAR,2026-07-23T15:27:36.170113+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 67.75 | RS 0.797 | trend 1.0 | R:R 2.0 | opt NEUTRAL_WITH_DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.93,KNOWN,VALID,HIGH,79.45,69.58,74.7,52.5,71.62,asset=79.45; setup=69.58; context=74.7; institutional=52.5,52.88999938964844,49.98964146205357,58.690715244838174,52.88999938964844,49.98964146205357,58.690715244838174,21,26,-5,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
14,SPNT,SiriusPoint Ltd.,NYQ,EQUITY,Bermuda,Financial Services,Insurance - Reinsurance,2898001152,risk_off,67.61,0.618,1.0,excellent,0.531,0.54,0.82,0.7,True,1.0,0.65,0.7819,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,24.400499629974366,24.6299991607666,23.738570622035436,26.412856238228933,2.0,0.024128530764795496,0.3153967616807428,24.6299991607666,796190.8,777808.6,683800.0,796190.8,19610178.73581009,0.8588393636299239,0.000812677773262884,24.6,24.62,779554.0,644160.0,251095.0,2026-08-04,11.0,False,False,0.065,0.673,0.18022,0.16508,30.516,0.23113,0.24766001,0.02384,6.20403,8.907775,1.2402437,0.95546615,5.415,0.040599998,4.69,0.86891,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:31:14+00:00,1784820674.0,,,REGULAR,REGULAR,2026-07-23T15:32:59.789746+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 67.61 | RS 0.618 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.93,KNOWN,VALID,HIGH,92.73,67.53,71.93,,75.75,asset=92.73; setup=67.53; context=71.93; institutional=None,24.6299991607666,23.738570622035436,26.412856238228933,24.6299991607666,23.738570622035436,26.412856238228933,24,13,11,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
15,BAC,Bank of America Corporation,NYQ,EQUITY,United States,Financial Services,Banks - Diversified,426832789504,risk_off,66.63,0.719,1.0,excellent,0.336,0.54,0.82,0.7,True,1.0,0.65,0.7583,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,59.67750492095947,60.820098876953125,58.95313467298235,64.55402728489467,2.0,0.020464333758569746,0.2658674328694901,60.820098876953125,34413759.9,35804703.3,32689500.0,34413759.9,2093048279.8457243,0.9498962070691962,0.0009857072449481709,60.84,60.9,36023636.0,36800330.0,8993556.0,2026-10-14,82.0,False,False,0.214,0.36,0.38305,0.29524,,0.111990005,0.0,0.00969,14.048499,11.565739,1.5461848,,,0.0,0.0,0.71422,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:49+00:00,1784820589.0,,,REGULAR,REGULAR,2026-07-23T15:29:50.435765+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 66.63 | RS 0.719 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.93,KNOWN,VALID,HIGH,91.94,62.65,75.3,,74.3,asset=91.94; setup=62.65; context=75.3; institutional=None,60.820098876953125,58.95313467298235,64.55402728489467,60.820098876953125,58.95313467298235,64.55402728489467,28,16,12,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
16,SFBS,"ServisFirst Bancshares, Inc.",NYQ,EQUITY,United States,Financial Services,Banks - Regional,4655237632,risk_off,66.2,0.565,0.8,acceptable,0.479,0.54,0.82,1.0,True,1.0,0.51,0.8547,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,86.50650024414062,85.1500015258789,83.0675756072998,91.85607256208147,3.2203167355784212,0.026251990276102925,0.26995801037532696,85.1500015258789,372913.55,289567.85,309250.0,372913.55,31753589.35152092,0.8292806737647372,0.0023443910444262434,85.21,85.41,290714.0,301170.0,100667.0,2026-10-19,87.0,False,False,0.301,0.402,0.70001,0.54804003,,0.17334999,0.0,0.01796,15.710332,11.717884,2.4343178,7.954734,,0.0709,8.39,0.74996,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:28+00:00,1784820748.0,,,REGULAR,REGULAR,2026-07-23T15:33:06.926805+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 66.2 | RS 0.565 | trend 0.8 | R:R 3.22 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.93,KNOWN,VALID,HIGH,88.49,70.22,63.5,,73.43,asset=88.49; setup=70.22; context=63.5; institutional=None,85.1500015258789,83.0675756072998,91.85607256208147,85.1500015258789,83.0675756072998,91.85607256208147,31,19,12,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
17,JHX,James Hardie Industries plc.,NYQ,EQUITY,Ireland,Basic Materials,Building Materials,14978491392,risk_off,65.8,0.62,1.0,excellent,0.364,0.685,0.82,0.7,True,1.0,0.65,0.4892,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,25.53099994659424,25.809999465942383,24.366785662514822,28.696427072797505,2.0,0.037277898315649705,0.6950272813240039,25.809999465942383,6373352.7,7382619.233333333,6203200.0,6373352.7,164496229.78326246,0.9733024817534419,0.0007748934521503128,25.8,25.82,7372160.0,6349170.0,4246647.0,2026-08-06,13.0,False,False,0.445,-0.505,0.18897,0.02151,76.091,0.02422,0.36757,0.0509,136.02632,15.672945,2.3336344,3.1016178,15.033,0.0345,2.43,0.48194999,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:27:52+00:00,1784820472.0,,,REGULAR,REGULAR,2026-07-23T15:27:57.215048+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 65.8 | RS 0.62 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.93,KNOWN,VALID,HIGH,82.97,63.35,76.83,,72.54,asset=82.97; setup=63.35; context=76.83; institutional=None,25.809999465942383,24.366785662514822,28.696427072797505,25.809999465942383,24.366785662514822,28.696427072797505,33,22,11,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
18,CGON,"CG Oncology, Inc.",NMS,EQUITY,United States,Healthcare,Biotechnology,6333819392,risk_off,65.64,0.593,1.0,excellent,0.325,0.748,0.82,0.7,True,1.0,0.65,0.4788,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,71.47199974060058,71.94999694824219,66.48646245683942,82.87706593104771,1.9999999999999973,0.05062343963992104,0.3615949271122701,71.94999694824219,1194648.95,1039987.9833333333,1052250.0,1194648.95,85954988.30672073,0.8808026826625512,0.521581953582532,51.12,87.19,1036593.0,994440.0,430204.0,2026-08-07,14.0,False,False,19.827,,-61.30102,0.0,0.694,-0.20788999,0.0,-0.14419,,-26.183308,5.8024993,1251.9847,-23.718,0.1393,9.67,1.09645,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:28:09+00:00,1784820489.0,,,REGULAR,REGULAR,2026-07-23T15:28:24.059636+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 65.64 | RS 0.593 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.93,KNOWN,WIDE_OR_INCOHERENT,LOW,82.63,62.38,78.03,,72.35,asset=82.63; setup=62.38; context=78.03; institutional=None,71.94999694824219,66.48646245683942,82.87706593104771,71.94999694824219,66.48646245683942,82.87706593104771,35,23,12,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
19,MT,Arcelor Mittal NY Registry Shar,NYQ,EQUITY,Luxembourg,Basic Materials,Steel,49521692672,risk_off,65.61,0.679,0.85,excellent,0.365,0.685,0.82,0.772,True,1.0,0.86,0.2394,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,65.31519950866699,65.54000091552734,62.432323864528115,72.5,2.239614660807425,0.031610995906704666,0.48006683957028173,65.54000091552734,1681399.2,1980796.4,1673600.0,1681399.2,110198905.10736693,0.9953614822702426,0.0007576331540267771,65.97,66.02,1972839.0,1660900.0,801577.0,2026-07-30,6.0,False,True,0.045,-0.279,0.048720002,0.047119997,23.917,0.054330003,0.074200004,0.01051,17.157068,9.073453,1.8073269,0.7969537,25.618,0.0084,1.88,0.043759998,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 6 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:41+00:00,1784820761.0,,,REGULAR,REGULAR,2026-07-23T15:32:42.809614+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 65.61 | RS 0.679 | trend 0.85 | R:R 2.24 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.93,KNOWN,VALID,HIGH,69.65,70.42,73.8,,71.14,asset=69.65; setup=70.42; context=73.8; institutional=None,65.54000091552734,62.432323864528115,72.5,65.54000091552734,62.432323864528115,72.5,36,29,7,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
20,IMAX,Imax Corporation,NYQ,EQUITY,Canada,Communication Services,Entertainment,2356055552,risk_off,65.6,0.616,1.0,excellent,0.661,0.298,0.78,0.7,True,1.0,0.75,0.5155,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,RECLAIM,True,39.40175037384033,43.084999084472656,40.275179045540945,48.70463916233608,2.0,0.0434771590830297,2.06846275462505,43.084999084472656,1266656.6,1186997.2,1098100.0,1266656.6,54573898.45134125,0.8669279424273318,0.0025964829458279106,42.31,42.42,1154549.0,1082070.0,2556947.0,2026-07-23,-1.0,False,False,-0.061,0.75,0.12154,0.09082,67.897,0.106929995,0.59116,0.06257,63.992535,22.243032,7.0114474,5.825306,18.491,0.15890001,5.81,0.97339,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:28:12+00:00,1784820492.0,,,REGULAR,REGULAR,2026-07-23T15:28:16.029112+00:00,yahoo_quote_summary,WATCHLIST,,RECLAIM | score 65.6 | RS 0.616 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.93,KNOWN,VALID,HIGH,83.85,72.28,63.8,,73.14,asset=83.85; setup=72.28; context=63.8; institutional=None,43.084999084472656,40.275179045540945,48.70463916233608,43.084999084472656,40.275179045540945,48.70463916233608,38,20,18,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
21,IQV,"IQVIA Holdings, Inc.",NYQ,EQUITY,United States,Healthcare,Diagnostics & Research,34168602624,risk_off,65.6,0.808,0.85,excellent,0.317,0.748,0.82,0.7,True,1.0,0.65,0.3314,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,202.8652488708496,205.2050018310547,195.33607482910156,224.94285583496094,2.0,0.0320620092554346,0.3386014109981115,205.2050018310547,1200972.55,1602590.85,1124650.0,1200972.55,246445574.32179642,0.9364493801294625,0.0025847984588748866,204.78,205.31,1603581.0,1059370.0,399319.0,2026-07-28,4.0,False,True,0.084,0.15,0.13611001,0.08327,253.536,0.22490999,0.32991,0.051269997,25.410667,14.454367,5.494715,2.0552423,15.746,0.0345,3.06,1.0396199,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"earnings en 4 días: penalización; options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:28:29+00:00,1784820509.0,,,REGULAR,REGULAR,2026-07-23T15:28:49.573292+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 65.6 | RS 0.808 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.93,KNOWN,VALID,HIGH,72.71,62.17,80.2,,70.11,asset=72.71; setup=62.17; context=80.2; institutional=None,205.2050018310547,195.33607482910156,224.94285583496094,205.2050018310547,195.33607482910156,224.94285583496094,39,32,7,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
22,L,Loews Corporation,NYQ,EQUITY,United States,Financial Services,Insurance - Property & Casualty,23731324928,risk_off,65.43,0.568,1.0,excellent,0.549,0.54,0.82,0.7,True,1.0,0.65,0.4289,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,114.57049903869628,115.41999816894531,112.4253670828683,121.40926034109933,2.0,0.017297008800234867,0.0835924574231168,115.41999816894531,776912.2,891474.0666666667,771200.0,776912.2,89671204.70143127,0.9926475604321827,0.0008673779165583184,115.24,115.34,891491.0,787870.0,64713.0,2026-08-03,10.0,False,False,0.014,-0.063,0.11833,0.08825,45.603,0.09217,0.36041,0.019,14.680661,39.789654,1.2694448,1.2824019,8.459,0.0275,4.76,0.62032,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:24+00:00,1784820744.0,,,REGULAR,REGULAR,2026-07-23T15:32:56.068900+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 65.43 | RS 0.568 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.93,KNOWN,VALID,HIGH,80.96,67.97,70.27,,72.22,asset=80.96; setup=67.97; context=70.27; institutional=None,115.41999816894531,112.4253670828683,121.40926034109933,115.41999816894531,112.4253670828683,121.40926034109933,41,24,17,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
23,HUT,Hut 8 Corp.,NMS,EQUITY,United States,Financial Services,Capital Markets,12807355392,risk_off,64.62,0.667,0.85,excellent,0.433,0.54,0.82,0.7,True,1.0,0.75,0.4713,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,111.31790008544922,113.5,97.9307496207101,144.6385007585798,2.0,0.09144934143488927,0.6755728749478874,113.5,4374903.3,4555482.766666667,4028650.0,4374903.3,496551524.54999995,0.9208546392328261,0.498156924697209,85.56,142.32,4561062.0,3848310.0,2879906.0,2026-08-04,11.0,False,False,2.255,,-5.21523,-1.09774,25.022,-0.27396,0.59671,-0.16219,,-58.78599,9.24225,44.872112,-31.029,0.1243,3.0,0.74778,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:28:04+00:00,1784820484.0,,,REGULAR,REGULAR,2026-07-23T15:28:12.086456+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 64.62 | RS 0.667 | trend 0.85 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.93,KNOWN,WIDE_OR_INCOHERENT,LOW,77.38,67.58,68.57,,70.58,asset=77.38; setup=67.58; context=68.57; institutional=None,113.5,97.9307496207101,144.6385007585798,113.5,97.9307496207101,144.6385007585798,51,31,20,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
24,TIGO,Millicom International Cellular,NMS,EQUITY,Luxembourg,Communication Services,Telecom Services,16069067776,risk_off,64.46,0.787,1.0,excellent,0.341,0.298,0.82,0.7,True,1.0,0.65,0.6209,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,94.53449974060058,96.0999984741211,91.37178203037807,105.55643136160714,2.0,0.03280066957209712,0.18154187389844734,96.0999984741211,1576666.55,1741052.1833333333,1228400.0,1576666.55,151517653.04919776,0.7791121083909593,0.15068066091655408,88.98,103.48,1737013.0,1293470.0,286124.0,2026-08-06,13.0,False,False,0.451,-0.43,0.21813999,0.19142,375.071,0.37443,0.77067,0.057579998,13.057065,13.347741,5.1204176,2.5016675,9.726,0.0479,2.5,0.4774,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:32:18+00:00,1784820738.0,,,REGULAR,REGULAR,2026-07-23T15:32:38.839064+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 64.46 | RS 0.787 | trend 1.0 | R:R 2.0 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.93,KNOWN,WIDE_OR_INCOHERENT,LOW,87.36,62.77,69.5,,71.47,asset=87.36; setup=62.77; context=69.5; institutional=None,96.0999984741211,91.37178203037807,105.55643136160714,96.0999984741211,91.37178203037807,105.55643136160714,54,28,26,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
25,WDC,Western Digital Corporation,NMS,EQUITY,United States,Technology,Computer Hardware,193594163200,risk_off,64.39,0.555,1.0,excellent,0.411,0.307,0.82,1.0,True,1.0,0.26,1.0,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,562.1727508544922,563.9249877929688,491.5028348650251,799.8699951171875,3.2579120860846533,0.08561676877319205,0.3066424429640011,563.9249877929688,8390707.35,8510372.45,7763800.0,8390707.35,4731729539.923123,0.925285518389579,0.02362754367207727,559.18,572.55,8515419.0,7024890.0,2548767.0,2026-08-05,12.0,False,False,0.455,4.829,0.37008998,0.55286,17.81,0.85920995,0.45428002,0.14648,33.684433,30.32986,,,48.463,0.0732,2.17,1.0362201,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:30:47+00:00,1784820647.0,,,REGULAR,REGULAR,2026-07-23T15:30:48.756937+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 64.39 | RS 0.555 | trend 1.0 | R:R 3.26 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.93,KNOWN,VALID,MEDIUM,100.0,62.27,62.07,,72.69,asset=100.0; setup=62.27; context=62.07; institutional=None,563.9249877929688,491.5028348650251,799.8699951171875,563.9249877929688,491.5028348650251,799.8699951171875,56,21,35,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
26,HBAN,Huntington Bancshares Incorpora,NMS,EQUITY,United States,Financial Services,Banks - Regional,35079495680,risk_off,64.12,0.466,0.8,acceptable,0.611,0.54,0.82,1.0,True,1.0,0.35,0.6203,0.5,UNKNOWN_OPTIONS_FLOW,UNKNOWN,False,PULLBACK,True,17.003900051116943,17.295000076293945,17.09907446861267,18.581786019461497,6.567727202157516,0.02480073118417873,1.338061846482696,17.295000076293945,21081299.1,21847294.7,21025850.0,21081299.1,364601069.5428755,0.9973697493813367,0.07659574468085115,16.95,18.3,21656957.0,20875030.0,26139432.0,2026-07-23,-1.0,False,False,0.336,-0.265,0.40698,0.26597,,0.083859995,0.0,0.00899,13.338462,9.110923,1.1853169,4.2360144,,0.0328,2.87,0.89292,False,disabled_or_limit,,,,,,,,,,,,,,,,,,,,,,,,,,,"options_flow desactivado, sin spot válido o límite alcanzado",FULL_SCORE,2026-07-23T15:29:07+00:00,1784820547.0,,,REGULAR,REGULAR,2026-07-23T15:29:08.662015+00:00,yahoo_quote_summary,WATCHLIST,,PULLBACK | score 64.12 | RS 0.466 | trend 0.8 | R:R 6.57 | opt UNKNOWN_OPTIONS_FLOW,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.93,KNOWN,WIDE_OR_INCOHERENT,LOW,80.68,69.53,60.2,,70.04,asset=80.68; setup=69.53; context=60.2; institutional=None,17.295000076293945,17.09907446861267,18.581786019461497,17.295000076293945,17.09907446861267,18.581786019461497,58,33,25,final_score,final_trade_score,UNUSABLE,essential_source_price_history_yahoo_critical; supporting_source_fundamentals_yahoo_critical,price_history_yahoo,True,2.1,20260723T153344068192Z,2026-07-23T15:33:44.068192+00:00,2026-07-23,America/New_York
